dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,budget_in_bytes,is_guideline,lookup_time,lookup_accu
books_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,1,20000000,4194304,0,4240700195,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,2,20000000,4194304,0,4241666205,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,174761,labs,binary,4194296,0,20000000,4194304,0,4633136704,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,174761,labs,binary,4194296,1,20000000,4194304,0,4626095330,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,174761,labs,binary,4194296,2,20000000,4194304,0,4626165981,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,131071,lind,model_biased_binary,4194304,0,20000000,4194304,0,4587244899,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,131071,lind,model_biased_binary,4194304,1,20000000,4194304,0,4580798298,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,131071,lind,model_biased_binary,4194304,2,20000000,4194304,0,4571731946,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,262141,none,model_biased_exponential,4194304,0,20000000,4194304,0,4608563107,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,262141,none,model_biased_exponential,4194304,1,20000000,4194304,0,4601501321,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,262141,none,model_biased_exponential,4194304,2,20000000,4194304,0,4600700772,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,174760,labs,binary,4194288,0,20000000,4194304,0,4909843460,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,174760,labs,binary,4194288,1,20000000,4194304,0,4902770896,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,174760,labs,binary,4194288,2,20000000,4194304,0,4893094574,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,131070,lind,model_biased_binary,4194288,0,20000000,4194304,0,4779317414,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,131070,lind,model_biased_binary,4194288,1,20000000,4194304,0,4773409181,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,131070,lind,model_biased_binary,4194288,2,20000000,4194304,0,4783839273,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,262142,none,model_biased_exponential,4194304,0,20000000,4194304,0,6239578197,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,262142,none,model_biased_exponential,4194304,1,20000000,4194304,0,6237076754,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,262142,none,model_biased_exponential,4194304,2,20000000,4194304,0,6237130056,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,174761,labs,binary,4194296,0,20000000,4194304,0,6021961529,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,174761,labs,binary,4194296,1,20000000,4194304,0,6018040913,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,174761,labs,binary,4194296,2,20000000,4194304,0,6008125226,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,131071,lind,model_biased_binary,4194304,0,20000000,4194304,0,5956114467,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,131071,lind,model_biased_binary,4194304,1,20000000,4194304,0,5953023441,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,131071,lind,model_biased_binary,4194304,2,20000000,4194304,0,5963100749,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,262142,none,model_biased_exponential,4194296,0,20000000,4194304,0,4651320214,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,262142,none,model_biased_exponential,4194296,1,20000000,4194304,0,4655527997,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,262142,none,model_biased_exponential,4194296,2,20000000,4194304,0,4656174531,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,174761,labs,binary,4194288,0,20000000,4194304,0,4564689964,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,174761,labs,binary,4194288,1,20000000,4194304,0,4560783856,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,174761,labs,binary,4194288,2,20000000,4194304,0,4551142887,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,131071,lind,model_biased_binary,4194296,0,20000000,4194304,0,4844700993,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,131071,lind,model_biased_binary,4194296,1,20000000,4194304,0,4832146620,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,131071,lind,model_biased_binary,4194296,2,20000000,4194304,0,4841215293,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,0,20000000,4194304,1,4241352906,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,1,20000000,4194304,1,4233701591,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,2,20000000,4194304,1,4235735791,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,0,20000000,8388608,0,4074465545,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,1,20000000,8388608,0,4056794726,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,2,20000000,8388608,0,4067397305,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_linear,8388608,0,20000000,8388608,0,5471844471,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_linear,8388608,1,20000000,8388608,0,5454385743,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_linear,8388608,2,20000000,8388608,0,5453650202,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,349524,labs,binary,8388608,0,20000000,8388608,0,4479046975,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,349524,labs,binary,8388608,1,20000000,8388608,0,4482026673,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,349524,labs,binary,8388608,2,20000000,8388608,0,4482032471,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262143,lind,model_biased_binary,8388608,0,20000000,8388608,0,4407609656,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262143,lind,model_biased_binary,8388608,1,20000000,8388608,0,4392535869,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,262143,lind,model_biased_binary,8388608,2,20000000,8388608,0,4393128035,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_exponential,8388608,0,20000000,8388608,0,4413767921,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_exponential,8388608,1,20000000,8388608,0,4418179936,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_exponential,8388608,2,20000000,8388608,0,4408134300,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_linear,8388608,0,20000000,8388608,0,5864440717,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_linear,8388608,1,20000000,8388608,0,5854904910,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_linear,8388608,2,20000000,8388608,0,5843402674,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,349523,labs,binary,8388600,0,20000000,8388608,0,4882999674,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,349523,labs,binary,8388600,1,20000000,8388608,0,4875887140,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,349523,labs,binary,8388600,2,20000000,8388608,0,4866465734,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,262142,lind,model_biased_binary,8388592,0,20000000,8388608,0,4729141152,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,262142,lind,model_biased_binary,8388592,1,20000000,8388608,0,4733432159,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,262142,lind,model_biased_binary,8388592,2,20000000,8388608,0,4722877045,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,524286,none,model_biased_exponential,8388608,0,20000000,8388608,0,6066010452,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,524286,none,model_biased_exponential,8388608,1,20000000,8388608,0,6049228779,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,524286,none,model_biased_exponential,8388608,2,20000000,8388608,0,6058662250,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,349524,labs,binary,8388608,0,20000000,8388608,0,5985382845,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,349524,labs,binary,8388608,1,20000000,8388608,0,5970878425,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,349524,labs,binary,8388608,2,20000000,8388608,0,5981085700,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,262143,lind,model_biased_binary,8388608,0,20000000,8388608,0,5877704800,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,262143,lind,model_biased_binary,8388608,1,20000000,8388608,0,5876709755,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,262143,lind,model_biased_binary,8388608,2,20000000,8388608,0,5885680187,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,524286,none,model_biased_exponential,8388600,0,20000000,8388608,0,4296219855,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,524286,none,model_biased_exponential,8388600,1,20000000,8388608,0,4293620093,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,524286,none,model_biased_exponential,8388600,2,20000000,8388608,0,4284522222,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,349524,labs,binary,8388600,0,20000000,8388608,0,4251464656,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,349524,labs,binary,8388600,1,20000000,8388608,0,4244725437,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,349524,labs,binary,8388600,2,20000000,8388608,0,4244708975,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,262143,lind,model_biased_binary,8388600,0,20000000,8388608,0,4486768500,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,262143,lind,model_biased_binary,8388600,1,20000000,8388608,0,4473325292,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,262143,lind,model_biased_binary,8388600,2,20000000,8388608,0,4483248961,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,0,20000000,8388608,1,4063337069,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,1,20000000,8388608,1,4060159905,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,2,20000000,8388608,1,4060431802,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_exponential,16777216,0,20000000,16777216,0,3880161703,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_exponential,16777216,1,20000000,16777216,0,3874947961,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_exponential,16777216,2,20000000,16777216,0,3873292455,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_linear,16777216,0,20000000,16777216,0,5133373659,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_linear,16777216,1,20000000,16777216,0,5124722800,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_linear,16777216,2,20000000,16777216,0,5113868103,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,699049,labs,binary,16777208,0,20000000,16777216,0,4444144755,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,699049,labs,binary,16777208,1,20000000,16777216,0,4424275196,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,699049,labs,binary,16777208,2,20000000,16777216,0,4435301444,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524287,lind,model_biased_binary,16777216,0,20000000,16777216,0,4312091166,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524287,lind,model_biased_binary,16777216,1,20000000,16777216,0,4294000741,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,524287,lind,model_biased_binary,16777216,2,20000000,16777216,0,4294094714,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048573,none,model_biased_exponential,16777216,0,20000000,16777216,0,4153997340,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048573,none,model_biased_exponential,16777216,1,20000000,16777216,0,4139370685,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048573,none,model_biased_exponential,16777216,2,20000000,16777216,0,4149250559,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048573,none,model_biased_linear,16777216,0,20000000,16777216,0,5434795674,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048573,none,model_biased_linear,16777216,1,20000000,16777216,0,5418032283,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048573,none,model_biased_linear,16777216,2,20000000,16777216,0,5418243084,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,699048,labs,binary,16777200,0,20000000,16777216,0,4791296534,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,699048,labs,binary,16777200,1,20000000,16777216,0,4793745200,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,699048,labs,binary,16777200,2,20000000,16777216,0,4784066442,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524286,lind,model_biased_binary,16777200,0,20000000,16777216,0,4668149828,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524286,lind,model_biased_binary,16777200,1,20000000,16777216,0,4650408927,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,524286,lind,model_biased_binary,16777200,2,20000000,16777216,0,4649815722,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1048574,none,model_biased_exponential,16777216,0,20000000,16777216,0,5814162176,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1048574,none,model_biased_exponential,16777216,1,20000000,16777216,0,5826760666,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1048574,none,model_biased_exponential,16777216,2,20000000,16777216,0,5815152764,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,699049,labs,binary,16777208,0,20000000,16777216,0,5975320705,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,699049,labs,binary,16777208,1,20000000,16777216,0,5964072746,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,699049,labs,binary,16777208,2,20000000,16777216,0,5945732597,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,524287,lind,model_biased_binary,16777216,0,20000000,16777216,0,5810932977,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,524287,lind,model_biased_binary,16777216,1,20000000,16777216,0,5810939167,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,524287,lind,model_biased_binary,16777216,2,20000000,16777216,0,5809761561,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1048574,none,model_biased_exponential,16777208,0,20000000,16777216,0,4005334566,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1048574,none,model_biased_exponential,16777208,1,20000000,16777216,0,3993034754,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1048574,none,model_biased_exponential,16777208,2,20000000,16777216,0,4003465836,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,699049,labs,binary,16777200,0,20000000,16777216,0,4039903254,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,699049,labs,binary,16777200,1,20000000,16777216,0,4022269804,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,699049,labs,binary,16777200,2,20000000,16777216,0,4022604871,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,524287,lind,model_biased_binary,16777208,0,20000000,16777216,0,4167447711,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,524287,lind,model_biased_binary,16777208,1,20000000,16777216,0,4171762217,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,524287,lind,model_biased_binary,16777208,2,20000000,16777216,0,4172500126,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_exponential,16777216,0,20000000,16777216,1,3871387833,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_exponential,16777216,1,20000000,16777216,1,3865794160,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048574,none,model_biased_exponential,16777216,2,20000000,16777216,1,3868439108,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_exponential,33554432,0,20000000,33554432,0,3622826021,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_exponential,33554432,1,20000000,33554432,0,3615659398,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_exponential,33554432,2,20000000,33554432,0,3626473222,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_linear,33554432,0,20000000,33554432,0,4459315345,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_linear,33554432,1,20000000,33554432,0,4471528459,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_linear,33554432,2,20000000,33554432,0,4408377100,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1398100,labs,binary,33554432,0,20000000,33554432,0,4345331204,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1398100,labs,binary,33554432,1,20000000,33554432,0,4324748092,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1398100,labs,binary,33554432,2,20000000,33554432,0,4335428642,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048575,lind,model_biased_binary,33554432,0,20000000,33554432,0,4161980626,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048575,lind,model_biased_binary,33554432,1,20000000,33554432,0,4141298026,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,1048575,lind,model_biased_binary,33554432,2,20000000,33554432,0,4151294058,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097149,none,model_biased_exponential,33554432,0,20000000,33554432,0,3824743454,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097149,none,model_biased_exponential,33554432,1,20000000,33554432,0,3820453225,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097149,none,model_biased_exponential,33554432,2,20000000,33554432,0,3820223798,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097149,none,model_biased_linear,33554432,0,20000000,33554432,0,4900884162,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097149,none,model_biased_linear,33554432,1,20000000,33554432,0,4890979115,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097149,none,model_biased_linear,33554432,2,20000000,33554432,0,4899842949,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1398099,labs,binary,33554424,0,20000000,33554432,0,4663385413,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1398099,labs,binary,33554424,1,20000000,33554432,0,4628538979,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1398099,labs,binary,33554424,2,20000000,33554432,0,4626287475,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048574,lind,model_biased_binary,33554416,0,20000000,33554432,0,4510134824,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048574,lind,model_biased_binary,33554416,1,20000000,33554432,0,4488730943,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,1048574,lind,model_biased_binary,33554416,2,20000000,33554432,0,4491296100,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2097150,none,model_biased_exponential,33554432,0,20000000,33554432,0,5526822999,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2097150,none,model_biased_exponential,33554432,1,20000000,33554432,0,5516892411,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2097150,none,model_biased_exponential,33554432,2,20000000,33554432,0,5516175772,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1398100,labs,binary,33554432,0,20000000,33554432,0,5825825566,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1398100,labs,binary,33554432,1,20000000,33554432,0,5825233156,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1398100,labs,binary,33554432,2,20000000,33554432,0,5825658592,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1048575,lind,model_biased_binary,33554432,0,20000000,33554432,0,5598259261,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1048575,lind,model_biased_binary,33554432,1,20000000,33554432,0,5588286628,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,1048575,lind,model_biased_binary,33554432,2,20000000,33554432,0,5596971424,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2097150,none,model_biased_exponential,33554424,0,20000000,33554432,0,3754303708,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2097150,none,model_biased_exponential,33554424,1,20000000,33554432,0,3756169429,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2097150,none,model_biased_exponential,33554424,2,20000000,33554432,0,3755648272,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2097150,none,model_biased_linear,33554424,0,20000000,33554432,0,5450325778,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2097150,none,model_biased_linear,33554424,1,20000000,33554432,0,5423181558,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,2097150,none,model_biased_linear,33554424,2,20000000,33554432,0,5470308880,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1398100,labs,binary,33554424,0,20000000,33554432,0,3946149086,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1398100,labs,binary,33554424,1,20000000,33554432,0,3927822143,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1398100,labs,binary,33554424,2,20000000,33554432,0,3928014187,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1048575,lind,model_biased_binary,33554424,0,20000000,33554432,0,3937783415,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1048575,lind,model_biased_binary,33554424,1,20000000,33554432,0,3938662568,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,1048575,lind,model_biased_binary,33554424,2,20000000,33554432,0,3929971265,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_exponential,33554432,0,20000000,33554432,1,3630179564,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_exponential,33554432,1,20000000,33554432,1,3621308543,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097150,none,model_biased_exponential,33554432,2,20000000,33554432,1,3613298486,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_exponential,67108864,0,20000000,67108864,0,3374454768,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_exponential,67108864,1,20000000,67108864,0,3370628038,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_exponential,67108864,2,20000000,67108864,0,3368904861,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_linear,67108864,0,20000000,67108864,0,3626292155,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_linear,67108864,1,20000000,67108864,0,3624881652,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_linear,67108864,2,20000000,67108864,0,3615502023,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,0,20000000,67108864,0,4213600664,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,1,20000000,67108864,0,4208645062,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,2,20000000,67108864,0,4208611462,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097151,lind,model_biased_binary,67108864,0,20000000,67108864,0,3994497971,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097151,lind,model_biased_binary,67108864,1,20000000,67108864,0,3970293894,2000207222435828
books_200M_uint64,200000000,linear_spline,linear_regression,2097151,lind,model_biased_binary,67108864,2,20000000,67108864,0,3969787051,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_exponential,67108864,0,20000000,67108864,0,3498072198,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_exponential,67108864,1,20000000,67108864,0,3486683163,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_exponential,67108864,2,20000000,67108864,0,3486475396,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_linear,67108864,0,20000000,67108864,0,4156877737,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_linear,67108864,1,20000000,67108864,0,4141585569,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_linear,67108864,2,20000000,67108864,0,4142455257,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2796200,labs,binary,67108848,0,20000000,67108864,0,4572628363,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2796200,labs,binary,67108848,1,20000000,67108864,0,4570448752,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2796200,labs,binary,67108848,2,20000000,67108864,0,4570375305,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097150,lind,model_biased_binary,67108848,0,20000000,67108864,0,4266876151,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097150,lind,model_biased_binary,67108848,1,20000000,67108864,0,4255229887,2000207222435828
books_200M_uint64,200000000,cubic_spline,linear_regression,2097150,lind,model_biased_binary,67108848,2,20000000,67108864,0,4256637953,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4194302,none,model_biased_exponential,67108864,0,20000000,67108864,0,5235109850,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4194302,none,model_biased_exponential,67108864,1,20000000,67108864,0,5243739462,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,4194302,none,model_biased_exponential,67108864,2,20000000,67108864,0,5232282559,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2796201,labs,binary,67108856,0,20000000,67108864,0,5782408611,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2796201,labs,binary,67108856,1,20000000,67108864,0,5782862227,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2796201,labs,binary,67108856,2,20000000,67108864,0,5782009188,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2097151,lind,model_biased_binary,67108864,0,20000000,67108864,0,5414384979,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2097151,lind,model_biased_binary,67108864,1,20000000,67108864,0,5424316041,2000207222435828
books_200M_uint64,200000000,linear_regression,linear_regression,2097151,lind,model_biased_binary,67108864,2,20000000,67108864,0,5424173629,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4194302,none,model_biased_exponential,67108856,0,20000000,67108864,0,3520939882,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4194302,none,model_biased_exponential,67108856,1,20000000,67108864,0,3505898963,2000207222435828
books_200M_uint64,200000000,radix,linear_regression,4194302,none,model_biased_exponential,67108856,2,20000000,67108864,0,3504865246,2000207222435828
