dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,budget_in_bytes,is_guideline,lookup_time,lookup_accu
osm_cellids_200M_uint64,200000000,radix,linear_regression,1048575,lind,model_biased_binary,33554424,0,20000000,33554432,0,9186351033,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,1048575,lind,model_biased_binary,33554424,1,20000000,33554432,0,9193893364,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,1048575,lind,model_biased_binary,33554424,2,20000000,33554432,0,9194919565,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,1398100,labs,binary,33554432,0,20000000,33554432,1,8635414100,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,1398100,labs,binary,33554432,1,20000000,33554432,1,8632136269,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,1398100,labs,binary,33554432,2,20000000,33554432,1,8630127549,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_exponential,67108864,0,20000000,67108864,0,8624522033,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_exponential,67108864,1,20000000,67108864,0,8620052510,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194302,none,model_biased_exponential,67108864,2,20000000,67108864,0,8636778724,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,0,20000000,67108864,0,7935123840,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,1,20000000,67108864,0,7919770444,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,2,20000000,67108864,0,7928191551,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097151,lind,model_biased_binary,67108864,0,20000000,67108864,0,7921118869,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097151,lind,model_biased_binary,67108864,1,20000000,67108864,0,7910600452,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097151,lind,model_biased_binary,67108864,2,20000000,67108864,0,7917302672,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_exponential,67108864,0,20000000,67108864,0,8867191375,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_exponential,67108864,1,20000000,67108864,0,8865289646,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,4194301,none,model_biased_exponential,67108864,2,20000000,67108864,0,8865261446,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,2796200,labs,binary,67108848,0,20000000,67108864,0,8203376102,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,2796200,labs,binary,67108848,1,20000000,67108864,0,8211987968,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,2796200,labs,binary,67108848,2,20000000,67108864,0,8202956942,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,2097150,lind,model_biased_binary,67108848,0,20000000,67108864,0,8303747242,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,2097150,lind,model_biased_binary,67108848,1,20000000,67108864,0,8311940816,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,2097150,lind,model_biased_binary,67108848,2,20000000,67108864,0,8303294960,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,4194302,none,model_biased_exponential,67108864,0,20000000,67108864,0,8702747664,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,4194302,none,model_biased_exponential,67108864,1,20000000,67108864,0,8706622870,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,4194302,none,model_biased_exponential,67108864,2,20000000,67108864,0,8702112998,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,2796201,labs,binary,67108856,0,20000000,67108864,0,7859977357,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,2796201,labs,binary,67108856,1,20000000,67108864,0,7845546991,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,2796201,labs,binary,67108856,2,20000000,67108864,0,7845280609,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,2097151,lind,model_biased_binary,67108864,0,20000000,67108864,0,7957991682,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,2097151,lind,model_biased_binary,67108864,1,20000000,67108864,0,7962672687,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,2097151,lind,model_biased_binary,67108864,2,20000000,67108864,0,7961456767,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,4194302,none,model_biased_exponential,67108856,0,20000000,67108864,0,9329024486,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,4194302,none,model_biased_exponential,67108856,1,20000000,67108864,0,9322846720,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,4194302,none,model_biased_exponential,67108856,2,20000000,67108864,0,9326677517,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,2796201,labs,binary,67108848,0,20000000,67108864,0,7898083260,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,2796201,labs,binary,67108848,1,20000000,67108864,0,7906463686,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,2796201,labs,binary,67108848,2,20000000,67108864,0,7895079396,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,2097151,lind,model_biased_binary,67108856,0,20000000,67108864,0,8537476345,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,2097151,lind,model_biased_binary,67108856,1,20000000,67108864,0,8532493038,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,2097151,lind,model_biased_binary,67108856,2,20000000,67108864,0,8533454204,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,0,20000000,67108864,1,7908403379,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,1,20000000,67108864,1,7920431777,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2796201,labs,binary,67108856,2,20000000,67108864,1,7903685833,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388606,none,model_biased_exponential,134217728,0,20000000,134217728,0,7778035792,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388606,none,model_biased_exponential,134217728,1,20000000,134217728,0,7766964067,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388606,none,model_biased_exponential,134217728,2,20000000,134217728,0,7778086206,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,5592404,labs,binary,134217728,0,20000000,134217728,0,7310765184,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,5592404,labs,binary,134217728,1,20000000,134217728,0,7299123104,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,5592404,labs,binary,134217728,2,20000000,134217728,0,7306855489,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194303,lind,model_biased_binary,134217728,0,20000000,134217728,0,7290792716,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194303,lind,model_biased_binary,134217728,1,20000000,134217728,0,7292507340,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194303,lind,model_biased_binary,134217728,2,20000000,134217728,0,7280642141,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,8388605,none,model_biased_exponential,134217728,0,20000000,134217728,0,8047617990,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,8388605,none,model_biased_exponential,134217728,1,20000000,134217728,0,8036290040,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,8388605,none,model_biased_exponential,134217728,2,20000000,134217728,0,8036460157,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,5592403,labs,binary,134217720,0,20000000,134217728,0,7591009521,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,5592403,labs,binary,134217720,1,20000000,134217728,0,7580697172,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,5592403,labs,binary,134217720,2,20000000,134217728,0,7582912012,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,4194302,lind,model_biased_binary,134217712,0,20000000,134217728,0,7629214608,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,4194302,lind,model_biased_binary,134217712,1,20000000,134217728,0,7636427591,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,4194302,lind,model_biased_binary,134217712,2,20000000,134217728,0,7626609582,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,8388606,none,model_biased_exponential,134217728,0,20000000,134217728,0,7968251232,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,8388606,none,model_biased_exponential,134217728,1,20000000,134217728,0,7966861555,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,8388606,none,model_biased_exponential,134217728,2,20000000,134217728,0,7967637522,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,5592404,labs,binary,134217728,0,20000000,134217728,0,7312308738,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,5592404,labs,binary,134217728,1,20000000,134217728,0,7315338125,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,5592404,labs,binary,134217728,2,20000000,134217728,0,7304154343,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,4194303,lind,model_biased_binary,134217728,0,20000000,134217728,0,7392757106,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,4194303,lind,model_biased_binary,134217728,1,20000000,134217728,0,7390340390,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,4194303,lind,model_biased_binary,134217728,2,20000000,134217728,0,7393221817,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,8388606,none,model_biased_exponential,134217720,0,20000000,134217728,0,8638894632,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,8388606,none,model_biased_exponential,134217720,1,20000000,134217728,0,8650161467,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,8388606,none,model_biased_exponential,134217720,2,20000000,134217728,0,8640464791,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,5592404,labs,binary,134217720,0,20000000,134217728,0,7331332467,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,5592404,labs,binary,134217720,1,20000000,134217728,0,7338844983,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,5592404,labs,binary,134217720,2,20000000,134217728,0,7340988048,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,4194303,lind,model_biased_binary,134217720,0,20000000,134217728,0,7729653482,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,4194303,lind,model_biased_binary,134217720,1,20000000,134217728,0,7737997166,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,4194303,lind,model_biased_binary,134217720,2,20000000,134217728,0,7727437482,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388606,none,model_biased_exponential,134217728,0,20000000,134217728,1,7791859829,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388606,none,model_biased_exponential,134217728,1,20000000,134217728,1,7780786258,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388606,none,model_biased_exponential,134217728,2,20000000,134217728,1,7785569564,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777214,none,model_biased_exponential,268435456,0,20000000,268435456,0,7034358074,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777214,none,model_biased_exponential,268435456,1,20000000,268435456,0,7024641781,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777214,none,model_biased_exponential,268435456,2,20000000,268435456,0,7024347453,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,11184809,labs,binary,268435448,0,20000000,268435456,0,6702350521,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,11184809,labs,binary,268435448,1,20000000,268435456,0,6704605477,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,11184809,labs,binary,268435448,2,20000000,268435456,0,6712441388,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388607,lind,model_biased_binary,268435456,0,20000000,268435456,0,6746434394,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388607,lind,model_biased_binary,268435456,1,20000000,268435456,0,6739047043,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388607,lind,model_biased_binary,268435456,2,20000000,268435456,0,6740860391,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,16777213,none,model_biased_exponential,268435456,0,20000000,268435456,0,7290011721,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,16777213,none,model_biased_exponential,268435456,1,20000000,268435456,0,7276958940,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,16777213,none,model_biased_exponential,268435456,2,20000000,268435456,0,7284401259,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,11184808,labs,binary,268435440,0,20000000,268435456,0,7011488014,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,11184808,labs,binary,268435440,1,20000000,268435456,0,7010783316,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,11184808,labs,binary,268435440,2,20000000,268435456,0,6996963565,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,8388606,lind,model_biased_binary,268435440,0,20000000,268435456,0,7005806182,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,8388606,lind,model_biased_binary,268435440,1,20000000,268435456,0,7003772289,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,8388606,lind,model_biased_binary,268435440,2,20000000,268435456,0,7003192072,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,16777214,none,model_biased_exponential,268435456,0,20000000,268435456,0,7259893449,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,16777214,none,model_biased_exponential,268435456,1,20000000,268435456,0,7275975277,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,16777214,none,model_biased_exponential,268435456,2,20000000,268435456,0,7259678475,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,11184809,labs,binary,268435448,0,20000000,268435456,0,6765732087,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,11184809,labs,binary,268435448,1,20000000,268435456,0,6754465722,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,11184809,labs,binary,268435448,2,20000000,268435456,0,6764173315,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,8388607,lind,model_biased_binary,268435456,0,20000000,268435456,0,6835264344,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,8388607,lind,model_biased_binary,268435456,1,20000000,268435456,0,6845726996,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,8388607,lind,model_biased_binary,268435456,2,20000000,268435456,0,6836644436,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,16777214,none,model_biased_exponential,268435448,0,20000000,268435456,0,7806094234,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,16777214,none,model_biased_exponential,268435448,1,20000000,268435456,0,7805588277,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,16777214,none,model_biased_exponential,268435448,2,20000000,268435456,0,7797400200,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,11184809,labs,binary,268435440,0,20000000,268435456,0,6714236974,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,11184809,labs,binary,268435440,1,20000000,268435456,0,6703862934,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,11184809,labs,binary,268435440,2,20000000,268435456,0,6697128440,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,8388607,lind,model_biased_binary,268435448,0,20000000,268435456,0,7118873726,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,8388607,lind,model_biased_binary,268435448,1,20000000,268435456,0,7120065698,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,8388607,lind,model_biased_binary,268435448,2,20000000,268435456,0,7116250111,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777214,none,model_biased_exponential,268435456,0,20000000,268435456,1,7060467791,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777214,none,model_biased_exponential,268435456,1,20000000,268435456,1,7060014295,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777214,none,model_biased_exponential,268435456,2,20000000,268435456,1,7061560802,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554430,none,model_biased_exponential,536870912,0,20000000,536870912,0,6355876989,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554430,none,model_biased_exponential,536870912,1,20000000,536870912,0,6334538133,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554430,none,model_biased_exponential,536870912,2,20000000,536870912,0,6335929225,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,22369620,labs,binary,536870912,0,20000000,536870912,0,6297609405,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,22369620,labs,binary,536870912,1,20000000,536870912,0,6322311368,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,22369620,labs,binary,536870912,2,20000000,536870912,0,6294467895,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777215,lind,model_biased_binary,536870912,0,20000000,536870912,0,6241455489,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777215,lind,model_biased_binary,536870912,1,20000000,536870912,0,6249417716,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777215,lind,model_biased_binary,536870912,2,20000000,536870912,0,6230775931,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,33554429,none,model_biased_exponential,536870912,0,20000000,536870912,0,6618115375,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,33554429,none,model_biased_exponential,536870912,1,20000000,536870912,0,6625539698,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,33554429,none,model_biased_exponential,536870912,2,20000000,536870912,0,6632907080,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,22369619,labs,binary,536870904,0,20000000,536870912,0,6468010786,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,22369619,labs,binary,536870904,1,20000000,536870912,0,6472393539,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,22369619,labs,binary,536870904,2,20000000,536870912,0,6458325912,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,16777214,lind,model_biased_binary,536870896,0,20000000,536870912,0,6556571269,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,16777214,lind,model_biased_binary,536870896,1,20000000,536870912,0,6565167903,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,16777214,lind,model_biased_binary,536870896,2,20000000,536870912,0,6552596491,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,33554430,none,model_biased_exponential,536870912,0,20000000,536870912,0,6668191763,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,33554430,none,model_biased_exponential,536870912,1,20000000,536870912,0,6653340087,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,33554430,none,model_biased_exponential,536870912,2,20000000,536870912,0,6654454287,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,22369620,labs,binary,536870912,0,20000000,536870912,0,6341408825,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,22369620,labs,binary,536870912,1,20000000,536870912,0,6338476630,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,22369620,labs,binary,536870912,2,20000000,536870912,0,6328573901,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,16777215,lind,model_biased_binary,536870912,0,20000000,536870912,0,6433996928,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,16777215,lind,model_biased_binary,536870912,1,20000000,536870912,0,6424988078,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,16777215,lind,model_biased_binary,536870912,2,20000000,536870912,0,6400105445,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,33554430,none,model_biased_exponential,536870904,0,20000000,536870912,0,7132742509,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,33554430,none,model_biased_exponential,536870904,1,20000000,536870912,0,7128725217,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,33554430,none,model_biased_exponential,536870904,2,20000000,536870912,0,7133546221,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,22369620,labs,binary,536870904,0,20000000,536870912,0,6243852333,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,22369620,labs,binary,536870904,1,20000000,536870912,0,6231844783,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,22369620,labs,binary,536870904,2,20000000,536870912,0,6271101042,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,16777215,lind,model_biased_binary,536870904,0,20000000,536870912,0,6590220332,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,16777215,lind,model_biased_binary,536870904,1,20000000,536870912,0,6590060915,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,16777215,lind,model_biased_binary,536870904,2,20000000,536870912,0,6574891449,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554430,none,model_biased_exponential,536870912,0,20000000,536870912,1,6365246435,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554430,none,model_biased_exponential,536870912,1,20000000,536870912,1,6364217604,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554430,none,model_biased_exponential,536870912,2,20000000,536870912,1,6360187962,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,67108862,none,model_biased_exponential,1073741824,0,20000000,1073741824,0,5624934975,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,67108862,none,model_biased_exponential,1073741824,1,20000000,1073741824,0,5629793260,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,67108862,none,model_biased_exponential,1073741824,2,20000000,1073741824,0,5637323336,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,44739241,labs,binary,1073741816,0,20000000,1073741824,0,5798814970,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,44739241,labs,binary,1073741816,1,20000000,1073741824,0,5798116841,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,44739241,labs,binary,1073741816,2,20000000,1073741824,0,5790963359,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554431,lind,model_biased_binary,1073741824,0,20000000,1073741824,0,5833076313,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554431,lind,model_biased_binary,1073741824,1,20000000,1073741824,0,5809283629,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554431,lind,model_biased_binary,1073741824,2,20000000,1073741824,0,5830211762,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,67108861,none,model_biased_exponential,1073741824,0,20000000,1073741824,0,5901433604,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,67108861,none,model_biased_exponential,1073741824,1,20000000,1073741824,0,5907643786,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,67108861,none,model_biased_exponential,1073741824,2,20000000,1073741824,0,5916143916,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,44739240,labs,binary,1073741808,0,20000000,1073741824,0,6021176668,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,44739240,labs,binary,1073741808,1,20000000,1073741824,0,6003712552,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,44739240,labs,binary,1073741808,2,20000000,1073741824,0,6010962626,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,33554430,lind,model_biased_binary,1073741808,0,20000000,1073741824,0,6094981351,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,33554430,lind,model_biased_binary,1073741808,1,20000000,1073741824,0,6099037668,2000207222435828
osm_cellids_200M_uint64,200000000,cubic_spline,linear_regression,33554430,lind,model_biased_binary,1073741808,2,20000000,1073741824,0,6099443301,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,67108862,none,model_biased_exponential,1073741824,0,20000000,1073741824,0,5942489917,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,67108862,none,model_biased_exponential,1073741824,1,20000000,1073741824,0,5940692526,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,67108862,none,model_biased_exponential,1073741824,2,20000000,1073741824,0,5919405196,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,44739241,labs,binary,1073741816,0,20000000,1073741824,0,6074347449,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,44739241,labs,binary,1073741816,1,20000000,1073741824,0,6079003427,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,44739241,labs,binary,1073741816,2,20000000,1073741824,0,6079327495,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,33554431,lind,model_biased_binary,1073741824,0,20000000,1073741824,0,5976866500,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,33554431,lind,model_biased_binary,1073741824,1,20000000,1073741824,0,5979567218,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_regression,33554431,lind,model_biased_binary,1073741824,2,20000000,1073741824,0,5967224607,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,67108862,none,model_biased_exponential,1073741816,0,20000000,1073741824,0,6370861663,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,67108862,none,model_biased_exponential,1073741816,1,20000000,1073741824,0,6369405688,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,67108862,none,model_biased_exponential,1073741816,2,20000000,1073741824,0,6371378107,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,44739241,labs,binary,1073741808,0,20000000,1073741824,0,5726640548,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,44739241,labs,binary,1073741808,1,20000000,1073741824,0,5710159686,2000207222435828
osm_cellids_200M_uint64,200000000,radix,linear_regression,44739241,labs,binary,1073741808,2,20000000,1073741824,0,5730627736,2000207222435828
