dataset,n_keys,index,config,size_in_bytes,rep,n_samples,build_time,eval_time,lookup_time,eval_accu,lookup_accu
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=67108862",1073741824,2,20000000,4861380619,874999295,2570832173,6000207213584822,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=8190",131072,0,20000000,3494118082,260619775,6068467014,6000207212862349,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=8190",131072,1,20000000,3494712833,260651254,6066851898,6000207212862349,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=8190",131072,2,20000000,3494844357,260630285,6067376907,6000207212862349,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=8388606",134217728,0,20000000,3721417567,780600430,3108327712,6000207212540059,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=8388606",134217728,1,20000000,3721639191,779813102,3106785894,6000207212540059,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::Rmi,layer2_size=8388606",134217728,2,20000000,3721889606,779474299,3105960390,6000207212540059,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=1364",32768,0,20000000,6214547930,304785097,6902037082,6000621658602671,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=1364",32768,1,20000000,6215121590,304797267,6902558165,6000621658602671,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=1364",32768,2,20000000,6215353692,304822756,6902508967,6000621658602671,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=169",4088,0,20000000,6210344619,303619137,8953191419,6000621666545782,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=169",4088,1,20000000,6209985518,303595908,8952593967,6000621666545782,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=169",4088,2,20000000,6210422579,303574050,8951811016,6000621666545782,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=2729",65528,0,20000000,6222477916,313196451,6509265344,6000621657300053,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=2729",65528,1,20000000,6223014636,313157147,6509092387,6000621657300053,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=2729",65528,2,20000000,6223266534,313180994,6510369713,6000621657300053,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=340",8192,0,20000000,6205349409,303600560,7991073791,6000621659000701,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=340",8192,1,20000000,6206363489,303599648,7992593391,6000621659000701,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=340",8192,2,20000000,6206131361,303592672,7991713633,6000621659000701,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=681",16376,0,20000000,6207271184,303644958,7417198732,6000621648575779,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=681",16376,1,20000000,6207891576,303644181,7419751814,6000621648575779,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=681",16376,2,20000000,6207731832,303648415,7415495995,6000621648575779,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=84",2048,0,20000000,6222277994,303691137,10445406943,6000621594237745,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=84",2048,1,20000000,6222535691,303707569,10443201953,6000621594237745,2000207222435828
books_200M_uint64,200000000,RMI-ours,"rmi::RmiLAbs,layer2_size=84",2048,2,20000000,6222231121,303734482,10447019760,6000621594237745,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_0,402653200,0,20000000,30697939220,1508024652,4009869289,2000207346983193,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_0,402653200,1,20000000,30697939220,1511273586,4000183843,2000207346983193,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_0,402653200,2,20000000,30697939220,1510520753,4003344572,2000207346983193,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_1,201326608,0,20000000,26842912587,1419558582,4031639556,2000207378626866,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_1,201326608,1,20000000,26842912587,1421802308,4031499427,2000207378626866,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_1,201326608,2,20000000,26842912587,1421871196,4027663919,2000207378626866,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_2,100663312,0,20000000,23904392355,1275727160,4123231660,2000207435199464,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_2,100663312,1,20000000,23904392355,1276180058,4121558734,2000207435199464,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_2,100663312,2,20000000,23904392355,1276831806,4123604721,2000207435199464,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_3,41943040,0,20000000,24677141391,1169147784,4538823291,2000207626854202,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_3,41943040,1,20000000,24677141391,1168190520,4536095730,2000207626854202,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_3,41943040,2,20000000,24677141391,1168267534,4539112390,2000207626854202,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_4,12582928,0,20000000,20768440508,678908220,4496817144,2000207811854311,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_4,12582928,1,20000000,20768440508,678784776,4496047333,2000207811854311,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_4,12582928,2,20000000,20768440508,678749515,4496664048,2000207811854311,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_5,6291472,0,20000000,20559337579,641359512,4608951652,2000208056492154,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_5,6291472,1,20000000,20559337579,642428371,4609105480,2000208056492154,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_5,6291472,2,20000000,20559337579,642501582,4609655969,2000208056492154,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_6,3145744,0,20000000,20497933991,635131352,4814816859,2000208404080453,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_6,3145744,1,20000000,20497933991,635509083,4814973671,2000208404080453,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_6,3145744,2,20000000,20497933991,635398957,4814670660,2000208404080453,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_7,786448,0,20000000,21017657350,596631933,5530334793,2000209628939746,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_7,786448,1,20000000,21017657350,596686269,5533268811,2000209628939746,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_7,786448,2,20000000,21017657350,596692339,5529741999,2000209628939746,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_8,24592,0,20000000,20782265701,500133840,7624306148,2000244803670595,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_8,24592,1,20000000,20782265701,499996554,7625602430,2000244803670595,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_8,24592,2,20000000,20782265701,499972689,7627915224,2000244803670595,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_9,3088,0,20000000,22435445348,498933125,10577264053,2001817136266972,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_9,3088,1,20000000,22435445348,498756867,10576139681,2001817136266972,2000207222435828
books_200M_uint64,200000000,RMI-ref,books_200M_uint64_9,3088,2,20000000,22435445348,498714220,10580585676,2001817136266972,2000207222435828
fb_200M_uint64,200000000,"Binary search","",0,0,20000000,0,0,15845663218,0,2000207222435828
fb_200M_uint64,200000000,"Binary search","",0,1,20000000,0,0,15850737031,0,2000207222435828
fb_200M_uint64,200000000,"Binary search","",0,2,20000000,0,0,15847789337,0,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=1",4681721120,0,20000000,219925552095,14284137463,15079709960,2000207222435828,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=1",4681721120,1,20000000,217553403374,14279577427,15074588547,2000207222435828,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=1",4681721120,2,20000000,217573688196,14339561171,15215519644,2000207222435828,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=1024",4499376,0,20000000,7944305,1059806631,10931176849,2000217452291537,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=1024",4499376,1,20000000,7990557,1059520712,10937040907,2000217452291537,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=1024",4499376,2,20000000,8018807,1059718588,10931766365,2000217452291537,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=128",35994360,0,20000000,681719303,2705005602,10443519223,2000208492408817,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=128",35994360,1,20000000,681236128,2705484531,10439889569,2000208492408817,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=128",35994360,2,20000000,682462468,2702964018,10439509259,2000208492408817,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=16",304956464,0,20000000,12505506754,7690966831,12391014382,2000207372444768,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=16",304956464,1,20000000,12506084247,7765413897,12653202237,2000207372444768,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=16",304956464,2,20000000,12504535924,7707042923,12394830299,2000207372444768,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=16384",281432,0,20000000,395486,741490475,14868793016,2000371058351569,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=16384",281432,1,20000000,384185,740913806,14868961905,2000371058351569,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=16384",281432,2,20000000,383596,742853066,14869463490,2000371058351569,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=2",2350000048,0,20000000,119843391929,13509034958,16742125264,2000207232436100,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=2",2350000048,1,20000000,119846392996,13289678379,16429357660,2000207232436100,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=2",2350000048,2,20000000,119848541917,13234544925,16114351496,2000207232436100,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=2048",2249808,0,20000000,3695395,983413879,11659640203,2000227693024721,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=2048",2249808,1,20000000,3702716,982385528,11665572508,2000227693024721,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=2048",2249808,2,20000000,3699396,984465550,11661160366,2000227693024721,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=256",17997136,0,20000000,148336571,1785505654,10703557591,2000209773200869,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=256",17997136,1,20000000,148254993,1785429176,10703275369,2000209773200869,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=256",17997136,2,20000000,148422022,1785314665,10703051218,2000209773200869,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=32",156595904,0,20000000,3828823025,5406872924,9679305682,2000207532387290,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=32",156595904,1,20000000,3831392641,5408124837,9691729881,2000207532387290,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=32",156595904,2,20000000,3829994182,5427152477,9738123317,2000207532387290,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=4",1185687552,0,20000000,67310354505,10913296381,14340800975,2000207252436576,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=4",1185687552,1,20000000,67309442724,10924153449,14295245261,2000207252436576,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=4",1185687552,2,20000000,67307312552,10950479047,14424917555,2000207252436576,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=4096",1125008,0,20000000,1744358,920213439,12467183859,2000248175246801,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=4096",1125008,1,20000000,1730876,919418770,12467746311,2000248175246801,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=4096",1125008,2,20000000,1729008,920541210,12467167811,2000248175246801,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=512",8998528,0,20000000,16609099,1298188688,10415290038,2000212332004305,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=512",8998528,1,20000000,16627901,1299238220,10415557731,2000212332004305,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=512",8998528,2,20000000,16638809,1298570227,10413111907,2000212332004305,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=64",86852312,0,20000000,2375459497,4992899619,10171646642,2000207852403255,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=64",86852312,1,20000000,2376071056,5004732123,10178449859,2000207852403255,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=64",86852312,2,20000000,2375818201,4985490914,10132738601,2000207852403255,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=8",598615248,0,20000000,27136827837,9156361416,13752565037,2000207292448960,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=8",598615248,1,20000000,27138864358,9996347967,15228165658,2000207292448960,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=8",598615248,2,20000000,27135373879,9180971734,13704035784,2000207292448960,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=8192",562616,0,20000000,821074,829900587,13626089741,2000289132559825,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=8192",562616,1,20000000,821494,830958661,13625742780,2000289132559825,2000207222435828
fb_200M_uint64,200000000,ALEX,"sparcity=8192",562616,2,20000000,828283,830881396,13625951576,2000289132559825,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=1",5073605016,0,20000000,19186474789,10471870492,12932274287,4000414464871656,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=1",5073605016,1,20000000,19663021940,10477771000,12940107540,4000414464871656,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=1",5073605016,2,20000000,19663267490,10478066694,12940794639,4000414464871656,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=1024",3709872,0,20000000,133186399,2991280549,12360039010,4000414464583074,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=1024",3709872,1,20000000,132072327,2990260425,12343111679,4000414464583074,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=1024",3709872,2,20000000,132031565,2987584261,12345406855,4000414464583074,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=128",36893992,0,20000000,393468141,4733625665,11186632209,4000414464817634,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=128",36893992,1,20000000,391022755,4688170001,11214349713,4000414464817634,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=128",36893992,2,20000000,391150085,4693804176,11178284386,4000414464817634,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=16",312325096,0,20000000,1407432094,8804848869,11796111981,4000414464889536,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=16",312325096,1,20000000,1449990865,8826135591,11784159261,4000414464889536,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=16",312325096,2,20000000,1446010126,8833824066,11791234272,4000414464889536,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=16384",295616,0,20000000,98747614,1426627536,16163055621,4000414476703138,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=16384",295616,1,20000000,98661829,1427541332,16167725033,4000414476703138,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=16384",295616,2,20000000,98661714,1426469865,16170305744,4000414476703138,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=2",2677043880,0,20000000,9617057499,10344329371,12783323567,4000414464872200,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=2",2677043880,1,20000000,9603272050,10322791635,12759317407,4000414464872200,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=2",2677043880,2,20000000,9608124337,10362653626,12760028219,4000414464872200,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=2048",3000680,0,20000000,117835148,2339967469,12460703289,4000414466049442,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=2048",3000680,1,20000000,117297733,2330293366,12455872157,4000414466049442,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=2048",3000680,2,20000000,117337819,2332804711,12463277399,4000414466049442,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=256",18892776,0,20000000,244290059,3898409056,11863680463,4000414466401738,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=256",18892776,1,20000000,244853531,3907517277,11861663136,4000414466401738,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=256",18892776,2,20000000,244790615,3893191949,11858475880,4000414466401738,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=32",143897344,0,20000000,896813143,7130461758,11140670577,4000414464774580,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=32",143897344,1,20000000,897944706,7129602337,11144526358,4000414464774580,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=32",143897344,2,20000000,897575460,7118417828,11146239555,4000414464774580,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=4",1398169064,0,20000000,4838728671,10339763271,13096309937,4000414464873152,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=4",1398169064,1,20000000,5164954475,10343771870,13094949454,4000414464873152,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=4",1398169064,2,20000000,5163667468,10352713193,13086454629,4000414464873152,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=4096",775128,0,20000000,106454501,1945335826,13845205958,4000414470493602,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=4096",775128,1,20000000,105925425,1942724927,13849950397,4000414470493602,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=4096",775128,2,20000000,105932051,1942691085,13842084524,4000414470493602,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=512",11349216,0,20000000,172365176,3434085075,12071248000,4000414464008610,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=512",11349216,1,20000000,171017243,3437670274,12071882844,4000414464008610,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=512",11349216,2,20000000,171058397,3435872163,12070747808,4000414464008610,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=64",69335400,0,20000000,607441668,5521861744,10717584344,4000414464806510,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=64",69335400,1,20000000,586577986,5529018173,10719873175,4000414464806510,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=64",69335400,2,20000000,586760115,5543712233,10721841891,4000414464806510,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=8",683355144,0,20000000,2449917400,9684370561,12569739543,4000414464897920,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=8",683355144,1,20000000,2603361873,9740573122,12582895996,4000414464897920,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=8",683355144,2,20000000,2606161377,9704701788,12572084982,4000414464897920,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=8192",718032,0,20000000,102035875,1745449459,15129654865,4000414465119650,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=8192",718032,1,20000000,101770733,1747060687,15135885813,4000414465119650,2000207222435828
fb_200M_uint64,200000000,ART,"sparcity=8192",718032,2,20000000,101769155,1746253893,15132037536,4000414465119650,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=1",3.60625e+09,0,20000000,1841271283,20740231504,23927106985,2000207222435828,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=1",3.60625e+09,1,20000000,1841232116,20742588633,23923496683,2000207222435828,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=1",3.60625e+09,2,20000000,1841619925,20736460492,23921652055,2000207222435828,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=1024",3.5228e+06,0,20000000,1082065,3140800614,15482470227,2000217452291537,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=1024",3.5228e+06,1,20000000,1042377,3140639386,15469751381,2000217452291537,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=1024",3.5228e+06,2,20000000,1039651,3140628904,15459260273,2000217452291537,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=128",2.81747e+07,0,20000000,14223578,5956710954,16161076686,2000208492408817,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=128",2.81747e+07,1,20000000,13939387,6012275485,16158225397,2000208492408817,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=128",2.81747e+07,2,20000000,13933222,6012004388,16155041330,2000208492408817,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=16",2.25391e+08,0,20000000,114597286,11635226934,17848606206,2000207372444768,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=16",2.25391e+08,1,20000000,114684297,11635954872,17851748297,2000207372444768,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=16",2.25391e+08,2,20000000,114717237,11636327299,17848815651,2000207372444768,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=16384",220472,0,20000000,71209,1722997666,17668773070,2000371058351569,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=16384",220472,1,20000000,73000,1722847805,17669929296,2000371058351569,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=16384",220472,2,20000000,72287,1722730306,17670986449,2000371058351569,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=2",1.80313e+09,0,20000000,908452672,18207892923,22292009869,2000207232436100,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=2",1.80313e+09,1,20000000,909243965,18208800364,22297337211,2000207232436100,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=2",1.80313e+09,2,20000000,909325513,18207810739,22303350405,2000207232436100,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=2048",1.76193e+06,0,20000000,519286,2722406472,15704698942,2000227693024721,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=2048",1.76193e+06,1,20000000,532091,2722375523,15678168434,2000227693024721,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=2048",1.76193e+06,2,20000000,531526,2722331999,15731173082,2000227693024721,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=256",1.40875e+07,0,20000000,5710058,4124376162,15897764625,2000209773200869,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=256",1.40875e+07,1,20000000,4941663,4124356027,15916156643,2000209773200869,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=256",1.40875e+07,2,20000000,4963556,4123991141,15898662526,2000209773200869,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=32",1.12696e+08,0,20000000,57304729,9746563669,16726125750,2000207532387290,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=32",1.12696e+08,1,20000000,57379211,9746850343,16722411571,2000207532387290,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=32",1.12696e+08,2,20000000,57374714,9746485450,16721083131,2000207532387290,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=4",9.01564e+08,0,20000000,464698402,16095422340,20602284117,2000207252436576,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=4",9.01564e+08,1,20000000,465905077,16087547710,20600211165,2000207252436576,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=4",9.01564e+08,2,20000000,465667757,16090097720,20608989444,2000207252436576,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=4096",880832,0,20000000,273893,2289668443,15868390567,2000248175246801,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=4096",880832,1,20000000,274198,2289808578,15868802504,2000248175246801,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=4096",880832,2,20000000,274818,2289739759,15872590873,2000248175246801,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=512",7.04427e+06,0,20000000,2233662,3606583244,15843655689,2000212332004305,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=512",7.04427e+06,1,20000000,2123746,3607830299,15843637225,2000212332004305,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=512",7.04427e+06,2,20000000,2133948,3607790212,15861866627,2000212332004305,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=64",5.63483e+07,0,20000000,28885435,8282471367,16235152624,2000207852403255,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=64",5.63483e+07,1,20000000,28851570,8282752566,16232208518,2000207852403255,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=64",5.63483e+07,2,20000000,28848427,8284181461,16235496118,2000207852403255,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=8",4.50782e+08,0,20000000,231293506,14110094575,19273067382,2000207292448960,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=8",4.50782e+08,1,20000000,231619719,14107150003,19258902085,2000207292448960,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=8",4.50782e+08,2,20000000,231652666,14106856179,19256907324,2000207292448960,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=8192",440680,0,20000000,133167,1994583652,16716026166,2000289132559825,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=8192",440680,1,20000000,140618,1994839303,16708374168,2000289132559825,2000207222435828
fb_200M_uint64,200000000,B-tree,"sparcity=8192",440680,2,20000000,139942,1994696183,16706399634,2000289132559825,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=128",1761939536,0,20000000,13128044050,1198439552,4885750455,4000416395789687,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=128",1761939536,1,20000000,13078929104,1194491698,4894026599,4000416395789687,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=128",1761939536,2,20000000,13126447142,1191801424,4884992284,4000416395789687,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=16",9049788496,0,20000000,39086155582,2572840559,5666342280,4000414750747308,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=16",9049788496,1,20000000,38292776828,1865249046,5595774963,4000414750747308,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=16",9049788496,2,20000000,38967278172,2678802476,6308513330,4000414750747308,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=256",504971344,0,20000000,8641716822,817142560,5314255024,4000417963147196,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=256",504971344,1,20000000,8658630379,817895024,5300863623,4000417963147196,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=256",504971344,2,20000000,8647757552,816580579,5313767087,4000417963147196,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=32",6374129744,0,20000000,28084092558,2186880904,6596116051,4000415034897513,2000207222435828
fb_200M_uint64,200000000,Compact Hist-Tree,"num_bins=1024,max_error=32",6374129744,1,20000000,28445034567,2498369848,6992456311,4000415034897513,2000207222435828
