dataset,layer1,layer2,n_models,bounds,size_in_bytes,mean_interval,median_interval,stdev_interval,min_interval,max_interval
books_200M_uint64,linear_spline,linear_spline,32768,labs,786464,316.223,293,193.233,1,1359
books_200M_uint64,linear_spline,linear_spline,32768,lind,1048608,227.075,225,125.922,1,794
books_200M_uint64,linear_spline,linear_regression,32768,gabs,524328,1025,1025,0.59488,638,1025
books_200M_uint64,linear_spline,linear_regression,32768,gind,524336,980.999,981,0.5573,594,981
books_200M_uint64,linear_spline,linear_regression,32768,labs,786464,238.117,231,136.439,1,1025
books_200M_uint64,linear_spline,linear_regression,32768,lind,1048608,216.143,213,120.659,1,783
books_200M_uint64,cubic_spline,linear_spline,32768,gabs,524344,176835,176857,1127.43,88429,176857
books_200M_uint64,cubic_spline,linear_spline,32768,gind,524352,94324.3,94327,344.975,5899,94327
books_200M_uint64,cubic_spline,linear_spline,32768,labs,786480,577.106,259,6721.78,37,176857
books_200M_uint64,cubic_spline,linear_spline,32768,lind,1048624,355.997,196,3352.21,34,88673
books_200M_uint64,cubic_spline,linear_regression,32768,gabs,524344,44793.3,44797,263.931,22399,44797
books_200M_uint64,cubic_spline,linear_regression,32768,gind,524352,43982.4,43986,256.545,21809,43986
books_200M_uint64,cubic_spline,linear_regression,32768,labs,786480,303.961,203,1695.92,35,44797
books_200M_uint64,cubic_spline,linear_regression,32768,lind,1048624,280.041,186,1659.07,33,43986
books_200M_uint64,linear_regression,linear_spline,32768,gabs,524328,9.27188e+06,9342421,460931,4671211,9342421
books_200M_uint64,linear_regression,linear_spline,32768,gind,524336,4.6558e+06,4671786,217485,576,4671786
books_200M_uint64,linear_regression,linear_spline,32768,labs,786464,610297,273,2.28582e+06,45,9342421
books_200M_uint64,linear_regression,linear_spline,32768,lind,1048608,297226,210,1.12789e+06,41,4671455
books_200M_uint64,linear_regression,linear_regression,32768,gabs,524328,4.85641e+06,4888673,248982,2444337,4888673
books_200M_uint64,linear_regression,linear_regression,32768,gind,524336,4.07962e+06,4105338,201224,1661152,4105338
books_200M_uint64,linear_regression,linear_regression,32768,labs,786464,310455,215,1.17234e+06,41,4888673
books_200M_uint64,linear_regression,linear_regression,32768,lind,1048608,264488,199,993823,41,4105338
books_200M_uint64,radix,linear_spline,32768,gabs,524320,1784.99,1785,1.82791,893,1785
books_200M_uint64,radix,linear_spline,32768,gind,524328,1710,1710,1.7508,818,1710
books_200M_uint64,radix,linear_spline,32768,labs,786456,450.171,417,279.42,3,1785
books_200M_uint64,radix,linear_spline,32768,lind,1048600,322.963,320,182.922,3,1100
books_200M_uint64,radix,linear_regression,32768,gabs,524320,1323,1323,0.937234,693,1323
books_200M_uint64,radix,linear_regression,32768,gind,524328,1224,1224,0.851979,594,1224
books_200M_uint64,radix,linear_regression,32768,labs,786456,338.03,329,196.865,3,1323
books_200M_uint64,radix,linear_regression,32768,lind,1048600,307.332,305,174.855,2,1057
books_200M_uint64,linear_spline,linear_spline,65536,gabs,1048616,942.998,943,0.855714,472,943
books_200M_uint64,linear_spline,linear_spline,65536,gind,1048624,930.998,931,0.845883,460,931
books_200M_uint64,linear_spline,linear_spline,65536,labs,1572896,222.188,203,134.069,1,943
books_200M_uint64,linear_spline,linear_spline,65536,lind,2097184,159.054,156,86.2583,1,525
books_200M_uint64,linear_spline,linear_regression,65536,gabs,1048616,712.999,713,0.302784,481,713
books_200M_uint64,linear_spline,linear_regression,65536,gind,1048624,706.999,707,0.296546,481,707
books_200M_uint64,linear_spline,linear_regression,65536,labs,1572896,167.177,161,94.1689,1,713
books_200M_uint64,linear_spline,linear_regression,65536,lind,2097184,151.54,148,82.7716,1,578
books_200M_uint64,cubic_spline,linear_spline,65536,gabs,1048632,120323,120333,635.043,60167,120333
books_200M_uint64,cubic_spline,linear_spline,65536,gind,1048640,66270.6,66272,201.443,6106,66272
books_200M_uint64,cubic_spline,linear_spline,65536,labs,1572912,340.741,181,3656.73,29,120333
books_200M_uint64,cubic_spline,linear_spline,65536,lind,2097200,216.55,136,1823.92,25,60411
books_200M_uint64,cubic_spline,linear_regression,65536,gabs,1048632,42044.2,42047,219.882,21024,42047
books_200M_uint64,cubic_spline,linear_regression,65536,gind,1048640,38476.5,38479,193.547,17663,38479
books_200M_uint64,cubic_spline,linear_regression,65536,labs,1572912,209.841,141,1273,25,42047
books_200M_uint64,cubic_spline,linear_regression,65536,lind,2097200,189.508,130,1162.62,24,38479
books_200M_uint64,linear_regression,linear_spline,65536,gabs,1048616,9.27107e+06,9341595,460872,4670798,9341595
books_200M_uint64,linear_regression,linear_spline,65536,gind,1048624,4.65519e+06,4671173,217461,376,4671173
books_200M_uint64,linear_regression,linear_spline,65536,labs,1572896,610117,191,2.28555e+06,35,9341595
books_200M_uint64,linear_regression,linear_spline,65536,lind,2097184,297120,146,1.12776e+06,30,4671042
books_200M_uint64,linear_regression,linear_regression,65536,gabs,1048616,4.85612e+06,4888379,248960,2444190,4888379
books_200M_uint64,linear_regression,linear_regression,65536,gind,1048624,4.07932e+06,4105038,201203,1660999,4105038
books_200M_uint64,linear_regression,linear_regression,65536,labs,1572896,310353,151,1.17224e+06,31,4888379
books_200M_uint64,linear_regression,linear_regression,65536,lind,2097184,264395,138,993726,31,4105038
books_200M_uint64,radix,linear_spline,65536,gabs,1048608,1359,1359,1.26799,680,1359
books_200M_uint64,radix,linear_spline,65536,gind,1048616,1295,1295,1.17297,649,1295
books_200M_uint64,radix,linear_spline,65536,labs,1572888,316.223,293,193.233,1,1359
books_200M_uint64,radix,linear_spline,65536,lind,2097176,227.074,225,125.922,1,794
books_200M_uint64,radix,linear_regression,65536,gabs,1048608,1025,1025,0.643719,544,1025
books_200M_uint64,radix,linear_regression,65536,gind,1048616,980.999,981,0.60916,500,981
books_200M_uint64,radix,linear_regression,65536,labs,1572888,238.117,231,136.439,1,1025
books_200M_uint64,radix,linear_regression,65536,lind,2097176,216.143,213,120.66,1,783
books_200M_uint64,linear_spline,linear_spline,131072,gabs,2097192,690.999,691,0.597973,346,691
books_200M_uint64,linear_spline,linear_spline,131072,gind,2097200,666.999,667,0.570727,322,667
books_200M_uint64,linear_spline,linear_spline,131072,labs,3145760,155.87,141,92.096,1,691
books_200M_uint64,linear_spline,linear_spline,131072,lind,4194336,111.204,107,58.2874,1,394
books_200M_uint64,linear_spline,linear_regression,131072,gabs,2097192,625,625,0.237531,437,625
books_200M_uint64,linear_spline,linear_regression,131072,gind,2097200,588,588,0.220312,400,588
books_200M_uint64,linear_spline,linear_regression,131072,labs,3145760,117.367,111,64.8592,1,625
books_200M_uint64,linear_spline,linear_regression,131072,lind,4194336,106.077,101,56.2483,1,426
books_200M_uint64,cubic_spline,linear_spline,131072,gabs,2097208,74745,74749,312.88,37375,74749
books_200M_uint64,cubic_spline,linear_spline,131072,gind,2097216,39619.4,39620,104.191,2246,39620
books_200M_uint64,cubic_spline,linear_spline,131072,labs,3145776,197.029,125,1749.33,23,74749
books_200M_uint64,cubic_spline,linear_spline,131072,lind,4194352,131.703,94,876.271,18,37620
books_200M_uint64,cubic_spline,linear_regression,131072,gabs,2097208,33883.3,33885,149.879,16943,33885
books_200M_uint64,cubic_spline,linear_regression,131072,gind,2097216,26954.8,26956,112.516,10202,26956
books_200M_uint64,cubic_spline,linear_regression,131072,labs,3145776,135.493,97,777.246,19,33885
books_200M_uint64,cubic_spline,linear_regression,131072,lind,4194352,120.59,89,627.657,18,26956
books_200M_uint64,linear_regression,linear_spline,131072,gabs,2097192,9.27052e+06,9341045,460833,4670523,9341045
books_200M_uint64,linear_regression,linear_spline,131072,gind,2097200,4.65482e+06,4670802,217445,280,4670802
books_200M_uint64,linear_regression,linear_spline,131072,labs,3145760,609997,131,2.28538e+06,27,9341045
books_200M_uint64,linear_regression,linear_spline,131072,lind,4194336,297049,100,1.12768e+06,26,4670767
books_200M_uint64,linear_regression,linear_regression,131072,gabs,2097192,4.85585e+06,4888105,248941,2444053,4888105
books_200M_uint64,linear_regression,linear_regression,131072,gind,2097200,4.07909e+06,4104808,201187,1660906,4104808
books_200M_uint64,linear_regression,linear_regression,131072,labs,3145760,310280,103,1.17216e+06,25,4888105
books_200M_uint64,linear_regression,linear_regression,131072,lind,4194336,264330,94,993657,25,4104808
books_200M_uint64,radix,linear_spline,131072,gabs,2097184,942.998,943,0.788079,472,943
books_200M_uint64,radix,linear_spline,131072,gind,2097192,930.998,931,0.779598,460,931
books_200M_uint64,radix,linear_spline,131072,labs,3145752,222.188,203,134.069,1,943
books_200M_uint64,radix,linear_spline,131072,lind,4194328,159.054,156,86.2583,1,525
books_200M_uint64,radix,linear_regression,131072,gabs,2097184,712.999,713,0.360393,388,713
books_200M_uint64,radix,linear_regression,131072,gind,2097192,706.999,707,0.353982,388,707
books_200M_uint64,radix,linear_regression,131072,labs,3145752,167.177,161,94.1689,1,713
books_200M_uint64,radix,linear_regression,131072,lind,4194328,151.54,148,82.7716,1,578
books_200M_uint64,linear_spline,linear_spline,262144,gabs,4194344,492.999,493,0.41214,247,493
books_200M_uint64,linear_spline,linear_spline,262144,gind,4194352,490.999,491,0.410046,245,491
books_200M_uint64,linear_spline,linear_spline,262144,labs,6291488,108.813,97,62.4193,1,493
books_200M_uint64,linear_spline,linear_spline,262144,lind,8388640,77.3184,73,38.5464,1,293
books_200M_uint64,linear_spline,linear_regression,262144,gabs,4194344,511,511,0.1593,379,511
books_200M_uint64,linear_spline,linear_regression,262144,gind,4194352,474,474,0.147866,342,474
books_200M_uint64,linear_spline,linear_regression,262144,labs,6291488,82.3172,77,44.5053,1,511
books_200M_uint64,linear_spline,linear_regression,262144,lind,8388640,74.0157,69,37.6881,1,316
books_200M_uint64,cubic_spline,linear_spline,262144,gabs,4194360,35114.1,35115,102.079,17558,35115
books_200M_uint64,cubic_spline,linear_spline,262144,gind,4194368,19641.9,19642,37.3012,2085,19642
books_200M_uint64,cubic_spline,linear_spline,262144,labs,6291504,120.547,85,616.846,17,35115
books_200M_uint64,cubic_spline,linear_spline,262144,lind,8388656,82.9702,65,313.679,16,17803
books_200M_uint64,cubic_spline,linear_regression,262144,gabs,4194360,15572.6,15573,47.8005,7787,15573
books_200M_uint64,cubic_spline,linear_regression,262144,gind,4194368,13179.7,13180,37.8964,5562,13180
books_200M_uint64,cubic_spline,linear_regression,262144,labs,6291504,87.692,67,285.8,17,15573
books_200M_uint64,cubic_spline,linear_regression,262144,lind,8388656,78.3561,61,241.811,16,13180
books_200M_uint64,linear_regression,linear_spline,262144,gabs,4194344,9.27034e+06,9340857,460821,4670429,9340857
books_200M_uint64,linear_regression,linear_spline,262144,gind,4194352,4.65469e+06,4670673,217439,245,4670673
books_200M_uint64,linear_regression,linear_spline,262144,labs,6291488,609934,89,2.28532e+06,21,9340857
books_200M_uint64,linear_regression,linear_spline,262144,lind,8388640,297010,68,1.12765e+06,17,4670673
books_200M_uint64,linear_regression,linear_regression,262144,gabs,4194344,4.8558e+06,4888059,248938,2444030,4888059
books_200M_uint64,linear_regression,linear_regression,262144,gind,4194352,4.07904e+06,4104749,201183,1660870,4104749
books_200M_uint64,linear_regression,linear_regression,262144,labs,6291488,310242,71,1.17214e+06,19,4888059
books_200M_uint64,linear_regression,linear_regression,262144,lind,8388640,264295,64,993640,16,4104749
books_200M_uint64,radix,linear_spline,262144,gabs,4194336,690.999,691,0.531925,346,691
books_200M_uint64,radix,linear_spline,262144,gind,4194344,666.999,667,0.5011,346,667
books_200M_uint64,radix,linear_spline,262144,labs,6291480,155.87,141,92.0959,1,691
books_200M_uint64,radix,linear_spline,262144,lind,8388632,111.204,107,58.2872,1,394
books_200M_uint64,radix,linear_regression,262144,gabs,4194336,625,625,0.297571,344,625
books_200M_uint64,radix,linear_regression,262144,gind,4194344,588,588,0.284015,307,588
books_200M_uint64,radix,linear_regression,262144,labs,6291480,117.367,111,64.8591,1,625
books_200M_uint64,radix,linear_regression,262144,lind,8388632,106.077,101,56.2481,1,426
books_200M_uint64,linear_spline,linear_spline,524288,gabs,8388648,488.999,489,0.405605,245,489
books_200M_uint64,linear_spline,linear_spline,524288,gind,8388656,488.999,489,0.405605,245,489
books_200M_uint64,linear_spline,linear_spline,524288,labs,12582944,75.4149,65,41.3068,1,489
books_200M_uint64,linear_spline,linear_spline,524288,lind,16777248,53.6407,49,24.6041,1,246
books_200M_uint64,linear_spline,linear_regression,524288,gabs,8388648,419,419,0.101072,333,419
books_200M_uint64,linear_spline,linear_regression,524288,gind,8388656,417,417,0.0989821,333,417
books_200M_uint64,linear_spline,linear_regression,524288,labs,12582944,57.5877,51,30.1902,1,419
books_200M_uint64,linear_spline,linear_regression,524288,lind,16777248,51.4249,47,24.7362,1,248
books_200M_uint64,cubic_spline,linear_spline,524288,gabs,8388664,18220.8,18221,39.0159,9111,18221
books_200M_uint64,cubic_spline,linear_spline,524288,gind,8388672,10604,10604,16.2241,1494,10604
books_200M_uint64,cubic_spline,linear_spline,524288,labs,12582960,79.0269,59,250.498,13,18221
books_200M_uint64,cubic_spline,linear_spline,524288,lind,16777264,54.7894,44,129.648,12,9356
books_200M_uint64,cubic_spline,linear_regression,524288,gabs,8388664,9040.89,9041,19.9998,4521,9041
books_200M_uint64,cubic_spline,linear_regression,524288,gind,8388672,6962.92,6963,14.7858,2593,6963
books_200M_uint64,cubic_spline,linear_regression,524288,labs,12582960,58.8664,45,128.492,13,9041
books_200M_uint64,cubic_spline,linear_regression,524288,lind,16777264,52.2605,41,102.928,12,6963
books_200M_uint64,linear_regression,linear_spline,524288,gabs,8388648,9.27022e+06,9340733,460812,4670367,9340733
books_200M_uint64,linear_regression,linear_spline,524288,gind,8388656,4.65463e+06,4670611,217436,245,4670611
books_200M_uint64,linear_regression,linear_spline,524288,labs,12582944,609892,61,2.28528e+06,1,9340733
books_200M_uint64,linear_regression,linear_spline,524288,lind,16777248,296983,45,1.12764e+06,1,4670611
books_200M_uint64,linear_regression,linear_regression,524288,gabs,8388648,4.85574e+06,4887997,248933,2443999,4887997
books_200M_uint64,linear_regression,linear_regression,524288,gind,8388656,4.07898e+06,4104696,201180,1660848,4104696
books_200M_uint64,linear_regression,linear_regression,524288,labs,12582944,310215,47,1.17213e+06,1,4887997
books_200M_uint64,linear_regression,linear_regression,524288,lind,16777248,264271,43,993627,1,4104696
books_200M_uint64,radix,linear_spline,524288,gabs,8388640,492.999,493,0.35158,247,493
books_200M_uint64,radix,linear_spline,524288,gind,8388648,469.999,470,0.323897,247,470
books_200M_uint64,radix,linear_spline,524288,labs,12582936,108.813,97,62.4191,1,493
books_200M_uint64,radix,linear_spline,524288,lind,16777240,77.3182,73,38.5459,1,293
books_200M_uint64,radix,linear_regression,524288,gabs,8388640,511,511,0.221868,287,511
books_200M_uint64,radix,linear_regression,524288,gind,8388648,474,474,0.213807,250,474
books_200M_uint64,radix,linear_regression,524288,labs,12582936,82.3172,77,44.5051,1,511
books_200M_uint64,radix,linear_regression,524288,lind,16777240,74.0156,69,37.6877,1,316
books_200M_uint64,linear_spline,linear_spline,1048576,gabs,16777256,488.999,489,0.401696,245,489
books_200M_uint64,linear_spline,linear_spline,1048576,gind,16777264,488.999,489,0.401696,245,489
books_200M_uint64,linear_spline,linear_spline,1048576,labs,25165856,52.2327,45,26.452,1,489
books_200M_uint64,linear_spline,linear_spline,1048576,lind,33554464,37.0239,33,15.1336,1,246
books_200M_uint64,linear_spline,linear_regression,1048576,gabs,16777256,407,407,0.101506,327,407
books_200M_uint64,linear_spline,linear_regression,1048576,gind,16777264,363,363,0.0635267,319,363
books_200M_uint64,linear_spline,linear_regression,1048576,labs,25165856,40.2814,35,20.2427,1,407
books_200M_uint64,linear_spline,linear_regression,1048576,lind,33554464,35.6155,32,15.8348,1,245
books_200M_uint64,cubic_spline,linear_spline,1048576,gabs,16777272,10896.9,10897,18.6561,5449,10897
books_200M_uint64,cubic_spline,linear_spline,1048576,gind,16777280,6008.98,6009,8.7781,561,6009
books_200M_uint64,cubic_spline,linear_spline,1048576,labs,25165872,52.9357,39,116.741,3,10897
books_200M_uint64,cubic_spline,linear_spline,1048576,lind,33554480,36.8586,29,62.7336,2,5694
books_200M_uint64,cubic_spline,linear_regression,1048576,gabs,16777272,4390.97,4391,7.29553,2196,4391
books_200M_uint64,cubic_spline,linear_regression,1048576,gind,16777280,3637.98,3638,5.65764,1578,3638
books_200M_uint64,cubic_spline,linear_regression,1048576,labs,25165872,40.1548,31,55.5846,3,4391
books_200M_uint64,cubic_spline,linear_regression,1048576,lind,33554480,35.2989,28,46.4079,2,3638
books_200M_uint64,linear_regression,linear_spline,1048576,gabs,16777256,9.27016e+06,9340677,460807,4670339,9340677
books_200M_uint64,linear_regression,linear_spline,1048576,gind,16777264,4.6546e+06,4670583,217434,245,4670583
books_200M_uint64,linear_regression,linear_spline,1048576,labs,25165856,609867,41,2.28527e+06,1,9340677
books_200M_uint64,linear_regression,linear_spline,1048576,lind,33554464,296966,31,1.12763e+06,1,4670583
books_200M_uint64,linear_regression,linear_regression,1048576,gabs,16777256,4.85572e+06,4887973,248932,2443987,4887973
