dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,lookup_time,lookup_accu
books_200M_uint64,200000000,radix,linear_spline,8192,lind,model_biased_binary,262168,1,20000000,6288900421,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8192,lind,model_biased_binary,262168,2,20000000,6288930320,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8192,lind,binary,262168,0,20000000,6209487225,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8192,lind,binary,262168,1,20000000,6205847480,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8192,lind,binary,262168,2,20000000,6194733837,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,none,model_biased_linear,262168,0,20000000,9857242892,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,none,model_biased_linear,262168,1,20000000,9856371161,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,none,model_biased_linear,262168,2,20000000,9856048658,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,none,model_biased_exponential,262168,0,20000000,6630606569,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,none,model_biased_exponential,262168,1,20000000,6639822223,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,none,model_biased_exponential,262168,2,20000000,6629334053,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gabs,binary,262176,0,20000000,6611932274,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gabs,binary,262176,1,20000000,6622286042,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gabs,binary,262176,2,20000000,6610401207,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gind,model_biased_binary,262184,0,20000000,6265361235,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gind,model_biased_binary,262184,1,20000000,6277574291,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gind,model_biased_binary,262184,2,20000000,6276450111,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gind,binary,262184,0,20000000,6522466411,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gind,binary,262184,1,20000000,6523080973,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,gind,binary,262184,2,20000000,6522595078,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,labs,binary,393240,0,20000000,6187992603,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,labs,binary,393240,1,20000000,6198343179,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,labs,binary,393240,2,20000000,6198779300,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,lind,model_biased_binary,524312,0,20000000,5959228336,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,lind,model_biased_binary,524312,1,20000000,5946734844,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,lind,model_biased_binary,524312,2,20000000,5952370221,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,lind,binary,524312,0,20000000,5871282983,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,lind,binary,524312,1,20000000,5873097809,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16384,lind,binary,524312,2,20000000,5870668869,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,none,model_biased_linear,524312,0,20000000,8572245840,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,none,model_biased_linear,524312,1,20000000,8581496044,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,none,model_biased_linear,524312,2,20000000,8571083867,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,none,model_biased_exponential,524312,0,20000000,6088249185,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,none,model_biased_exponential,524312,1,20000000,6087117304,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,none,model_biased_exponential,524312,2,20000000,6098129537,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gabs,binary,524320,0,20000000,6225094979,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gabs,binary,524320,1,20000000,6236973906,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gabs,binary,524320,2,20000000,6235779598,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gind,model_biased_binary,524328,0,20000000,5898429021,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gind,model_biased_binary,524328,1,20000000,5897551234,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gind,model_biased_binary,524328,2,20000000,5896763126,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gind,binary,524328,0,20000000,5988173062,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gind,binary,524328,1,20000000,5972717247,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,gind,binary,524328,2,20000000,5973498507,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,labs,binary,786456,0,20000000,5799246122,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,labs,binary,786456,1,20000000,5789006652,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,labs,binary,786456,2,20000000,5800286070,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,lind,model_biased_binary,1048600,0,20000000,5597892858,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,lind,model_biased_binary,1048600,1,20000000,5587267803,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,lind,model_biased_binary,1048600,2,20000000,5586320698,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,lind,binary,1048600,0,20000000,5525499453,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,lind,binary,1048600,1,20000000,5515070530,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,32768,lind,binary,1048600,2,20000000,5516119936,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,none,model_biased_linear,1048600,0,20000000,7573531008,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,none,model_biased_linear,1048600,1,20000000,7572213358,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,none,model_biased_linear,1048600,2,20000000,7583641014,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,none,model_biased_exponential,1048600,0,20000000,5613831686,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,none,model_biased_exponential,1048600,1,20000000,5613157743,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,none,model_biased_exponential,1048600,2,20000000,5624090034,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gabs,binary,1048608,0,20000000,5872279913,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gabs,binary,1048608,1,20000000,5870710839,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gabs,binary,1048608,2,20000000,5870492789,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gind,model_biased_binary,1048616,0,20000000,5507628018,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gind,model_biased_binary,1048616,1,20000000,5507780471,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gind,model_biased_binary,1048616,2,20000000,5507151880,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gind,binary,1048616,0,20000000,5625010112,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gind,binary,1048616,1,20000000,5634908260,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,gind,binary,1048616,2,20000000,5625721904,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,labs,binary,1572888,0,20000000,5451612523,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,labs,binary,1572888,1,20000000,5462654716,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,labs,binary,1572888,2,20000000,5451415721,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,lind,model_biased_binary,2097176,0,20000000,5228341852,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,lind,model_biased_binary,2097176,1,20000000,5238751650,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,lind,model_biased_binary,2097176,2,20000000,5228345469,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,lind,binary,2097176,0,20000000,5176504628,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,lind,binary,2097176,1,20000000,5187212781,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,65536,lind,binary,2097176,2,20000000,5175919131,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,none,model_biased_linear,2097176,0,20000000,6881865081,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,none,model_biased_linear,2097176,1,20000000,6880461776,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,none,model_biased_linear,2097176,2,20000000,6880044869,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,none,model_biased_exponential,2097176,0,20000000,5239771303,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,none,model_biased_exponential,2097176,1,20000000,5249031743,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,none,model_biased_exponential,2097176,2,20000000,5249289397,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gabs,binary,2097184,0,20000000,5587945046,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gabs,binary,2097184,1,20000000,5587857378,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gabs,binary,2097184,2,20000000,5598332790,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gind,model_biased_binary,2097192,0,20000000,5298307604,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gind,model_biased_binary,2097192,1,20000000,7788201026,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gind,model_biased_binary,2097192,2,20000000,5450783678,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gind,binary,2097192,0,20000000,5474986559,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gind,binary,2097192,1,20000000,5464481605,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,gind,binary,2097192,2,20000000,5465264666,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,labs,binary,3145752,0,20000000,5128817591,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,labs,binary,3145752,1,20000000,5118683046,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,labs,binary,3145752,2,20000000,5127999556,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,lind,model_biased_binary,4194328,0,20000000,4909482096,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,lind,model_biased_binary,4194328,1,20000000,4909722505,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,lind,model_biased_binary,4194328,2,20000000,4909145274,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,lind,binary,4194328,0,20000000,4892844619,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,lind,binary,4194328,1,20000000,4893021994,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,131072,lind,binary,4194328,2,20000000,4893565028,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,none,model_biased_linear,4194328,0,20000000,6463786238,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,none,model_biased_linear,4194328,1,20000000,6462873454,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,none,model_biased_linear,4194328,2,20000000,6463579200,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,none,model_biased_exponential,4194328,0,20000000,4906133870,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,none,model_biased_exponential,4194328,1,20000000,4904755971,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,none,model_biased_exponential,4194328,2,20000000,4904340220,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gabs,binary,4194336,0,20000000,5267668170,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gabs,binary,4194336,1,20000000,5279553149,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gabs,binary,4194336,2,20000000,5282127443,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gind,model_biased_binary,4194344,0,20000000,4993669905,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gind,model_biased_binary,4194344,1,20000000,5000995729,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gind,model_biased_binary,4194344,2,20000000,4990575460,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gind,binary,4194344,0,20000000,5073014638,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gind,binary,4194344,1,20000000,5060780830,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,gind,binary,4194344,2,20000000,5058145375,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,labs,binary,6291480,0,20000000,4844268324,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,labs,binary,6291480,1,20000000,4843967069,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,labs,binary,6291480,2,20000000,4844647579,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,lind,model_biased_binary,8388632,0,20000000,4631195735,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,lind,model_biased_binary,8388632,1,20000000,4641699239,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,lind,model_biased_binary,8388632,2,20000000,4630699647,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,lind,binary,8388632,0,20000000,4626964739,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,lind,binary,8388632,1,20000000,4636691169,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,262144,lind,binary,8388632,2,20000000,4628422280,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,none,model_biased_linear,8388632,0,20000000,6277554390,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,none,model_biased_linear,8388632,1,20000000,6286878864,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,none,model_biased_linear,8388632,2,20000000,6286737461,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,none,model_biased_exponential,8388632,0,20000000,4648430202,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,none,model_biased_exponential,8388632,1,20000000,4658825884,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,none,model_biased_exponential,8388632,2,20000000,4647570800,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gabs,binary,8388640,0,20000000,5144533837,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gabs,binary,8388640,1,20000000,5153796644,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gabs,binary,8388640,2,20000000,5146463111,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gind,model_biased_binary,8388648,0,20000000,4917269947,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gind,model_biased_binary,8388648,1,20000000,4916836220,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gind,model_biased_binary,8388648,2,20000000,4916663416,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gind,binary,8388648,0,20000000,4938906902,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gind,binary,8388648,1,20000000,4946741971,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,gind,binary,8388648,2,20000000,4958475139,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,labs,binary,12582936,0,20000000,4657986297,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,labs,binary,12582936,1,20000000,4648165566,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,labs,binary,12582936,2,20000000,4658675655,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,lind,model_biased_binary,16777240,0,20000000,4382161635,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,lind,model_biased_binary,16777240,1,20000000,4381521018,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,lind,model_biased_binary,16777240,2,20000000,4382359659,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,lind,binary,16777240,0,20000000,4463528503,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,lind,binary,16777240,1,20000000,4475085915,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,524288,lind,binary,16777240,2,20000000,4464953534,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,none,model_biased_linear,16777240,0,20000000,6133602953,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,none,model_biased_linear,16777240,1,20000000,6144415991,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,none,model_biased_linear,16777240,2,20000000,6133812963,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,none,model_biased_exponential,16777240,0,20000000,4400640565,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,none,model_biased_exponential,16777240,1,20000000,4400068224,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,none,model_biased_exponential,16777240,2,20000000,4388055403,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gabs,binary,16777248,0,20000000,5034468118,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gabs,binary,16777248,1,20000000,5034257216,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gabs,binary,16777248,2,20000000,5034288819,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gind,model_biased_binary,16777256,0,20000000,4715276684,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gind,model_biased_binary,16777256,1,20000000,4722511232,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gind,model_biased_binary,16777256,2,20000000,4713062006,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gind,binary,16777256,0,20000000,4694800370,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gind,binary,16777256,1,20000000,4682812285,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,gind,binary,16777256,2,20000000,4699966379,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,labs,binary,25165848,0,20000000,4508848989,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,labs,binary,25165848,1,20000000,4508154940,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,labs,binary,25165848,2,20000000,4507590127,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,lind,model_biased_binary,33554456,0,20000000,4198342230,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,lind,model_biased_binary,33554456,1,20000000,4187016180,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,lind,model_biased_binary,33554456,2,20000000,4197821703,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,lind,binary,33554456,0,20000000,4351557943,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,lind,binary,33554456,1,20000000,4340218821,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,1048576,lind,binary,33554456,2,20000000,4350206905,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,none,model_biased_linear,33554456,0,20000000,5935527970,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,none,model_biased_linear,33554456,1,20000000,5935051295,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,none,model_biased_linear,33554456,2,20000000,5933656796,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,none,model_biased_exponential,33554456,0,20000000,4042494918,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,none,model_biased_exponential,33554456,1,20000000,4041600347,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,none,model_biased_exponential,33554456,2,20000000,4043801666,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gabs,binary,33554464,0,20000000,4907131622,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gabs,binary,33554464,1,20000000,4913467281,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gabs,binary,33554464,2,20000000,4911136603,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gind,model_biased_binary,33554472,0,20000000,4592491964,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gind,model_biased_binary,33554472,1,20000000,4590693317,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gind,model_biased_binary,33554472,2,20000000,4601155567,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gind,binary,33554472,0,20000000,4474927470,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gind,binary,33554472,1,20000000,4453621074,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,gind,binary,33554472,2,20000000,4456567313,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,labs,binary,50331672,0,20000000,4393251095,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,labs,binary,50331672,1,20000000,4391171793,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,labs,binary,50331672,2,20000000,4392156717,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,lind,model_biased_binary,67108888,0,20000000,4010234803,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,lind,model_biased_binary,67108888,1,20000000,4009957082,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,lind,model_biased_binary,67108888,2,20000000,4009559966,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,lind,binary,67108888,0,20000000,4186876880,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,lind,binary,67108888,1,20000000,4195266425,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,2097152,lind,binary,67108888,2,20000000,4183801461,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,none,model_biased_linear,67108888,0,20000000,5422422890,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,none,model_biased_linear,67108888,1,20000000,5422563168,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,none,model_biased_linear,67108888,2,20000000,5424560851,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,none,model_biased_exponential,67108888,0,20000000,3713592430,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,none,model_biased_exponential,67108888,1,20000000,3722905842,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,none,model_biased_exponential,67108888,2,20000000,3713141687,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gabs,binary,67108896,0,20000000,4765803999,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gabs,binary,67108896,1,20000000,4742890860,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gabs,binary,67108896,2,20000000,4756369731,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gind,model_biased_binary,67108904,0,20000000,4390150179,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gind,model_biased_binary,67108904,1,20000000,4391509554,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gind,model_biased_binary,67108904,2,20000000,4393119976,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gind,binary,67108904,0,20000000,4361119301,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gind,binary,67108904,1,20000000,4352704949,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,gind,binary,67108904,2,20000000,4355578803,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,labs,binary,100663320,0,20000000,4222790694,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,labs,binary,100663320,1,20000000,4232881682,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,labs,binary,100663320,2,20000000,4233363343,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,lind,model_biased_binary,134217752,0,20000000,3836851050,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,lind,model_biased_binary,134217752,1,20000000,3836556755,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,lind,model_biased_binary,134217752,2,20000000,3836257112,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,lind,binary,134217752,0,20000000,3947869942,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,lind,binary,134217752,1,20000000,3949246137,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,4194304,lind,binary,134217752,2,20000000,3950296801,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,none,model_biased_linear,134217752,0,20000000,4634574195,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,none,model_biased_linear,134217752,1,20000000,4648548932,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,none,model_biased_linear,134217752,2,20000000,4637625976,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,none,model_biased_exponential,134217752,0,20000000,3461424634,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,none,model_biased_exponential,134217752,1,20000000,3461789521,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,none,model_biased_exponential,134217752,2,20000000,3462856278,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gabs,binary,134217760,0,20000000,4632390274,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gabs,binary,134217760,1,20000000,4617987748,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gabs,binary,134217760,2,20000000,4619887734,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gind,model_biased_binary,134217768,0,20000000,4264479165,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gind,model_biased_binary,134217768,1,20000000,4266096395,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gind,model_biased_binary,134217768,2,20000000,4256008755,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gind,binary,134217768,0,20000000,4227698525,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gind,binary,134217768,1,20000000,4238344479,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,gind,binary,134217768,2,20000000,4225530253,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,labs,binary,201326616,0,20000000,4079544813,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,labs,binary,201326616,1,20000000,4068953046,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,labs,binary,201326616,2,20000000,4072020355,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,lind,model_biased_binary,268435480,0,20000000,3640924669,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,lind,model_biased_binary,268435480,1,20000000,3630980158,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,lind,model_biased_binary,268435480,2,20000000,3631438149,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,lind,binary,268435480,0,20000000,3764421156,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,lind,binary,268435480,1,20000000,3780762898,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,8388608,lind,binary,268435480,2,20000000,3776604503,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16777216,none,model_biased_linear,268435480,0,20000000,3744294154,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16777216,none,model_biased_linear,268435480,1,20000000,3743841616,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16777216,none,model_biased_linear,268435480,2,20000000,3728199590,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16777216,none,model_biased_exponential,268435480,0,20000000,3199947292,2000207222435828
books_200M_uint64,200000000,radix,linear_spline,16777216,none,model_biased_exponential,268435480,1,20000000,3187085593,2000207222435828
