dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,lookup_time,lookup_accu
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,none,model_biased_exponential,33554464,2,20000000,9295645724,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gabs,binary,33554472,0,20000000,11167494099,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gabs,binary,33554472,1,20000000,11168013127,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gabs,binary,33554472,2,20000000,11158220010,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gind,model_biased_binary,33554480,0,20000000,10235679669,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gind,model_biased_binary,33554480,1,20000000,10236130995,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gind,model_biased_binary,33554480,2,20000000,10235792649,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gind,binary,33554480,0,20000000,10867305992,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gind,binary,33554480,1,20000000,10856824584,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,gind,binary,33554480,2,20000000,10857675448,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,labs,binary,50331680,0,20000000,7941961264,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,labs,binary,50331680,1,20000000,7942634174,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,labs,binary,50331680,2,20000000,7941222220,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,lind,model_biased_binary,67108896,0,20000000,7841328104,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,lind,model_biased_binary,67108896,1,20000000,7840758048,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,lind,model_biased_binary,67108896,2,20000000,7840375160,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,lind,binary,67108896,0,20000000,8164735779,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,lind,binary,67108896,1,20000000,8176292277,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,2097152,lind,binary,67108896,2,20000000,8165098967,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,none,model_biased_linear,67108896,0,20000000,16137565583,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,none,model_biased_linear,67108896,1,20000000,16125641735,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,none,model_biased_linear,67108896,2,20000000,16136990542,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,none,model_biased_exponential,67108896,0,20000000,8480960429,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,none,model_biased_exponential,67108896,1,20000000,8479889421,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,none,model_biased_exponential,67108896,2,20000000,8480376151,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gabs,binary,67108904,0,20000000,10424880026,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gabs,binary,67108904,1,20000000,10422903511,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gabs,binary,67108904,2,20000000,10421327109,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gind,model_biased_binary,67108912,0,20000000,9592420122,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gind,model_biased_binary,67108912,1,20000000,9604585059,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gind,model_biased_binary,67108912,2,20000000,9592957707,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gind,binary,67108912,0,20000000,9983813940,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gind,binary,67108912,1,20000000,9984137336,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,gind,binary,67108912,2,20000000,9984205323,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,labs,binary,100663328,0,20000000,7331958065,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,labs,binary,100663328,1,20000000,7332588608,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,labs,binary,100663328,2,20000000,7331278126,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,lind,model_biased_binary,134217760,0,20000000,7235886892,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,lind,model_biased_binary,134217760,1,20000000,7225393724,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,lind,model_biased_binary,134217760,2,20000000,7236756370,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,lind,binary,134217760,0,20000000,7555771070,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,lind,binary,134217760,1,20000000,7544855815,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,4194304,lind,binary,134217760,2,20000000,7545464006,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,none,model_biased_linear,134217760,0,20000000,12639887911,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,none,model_biased_linear,134217760,1,20000000,12627993500,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,none,model_biased_linear,134217760,2,20000000,12638245733,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,none,model_biased_exponential,134217760,0,20000000,7726559091,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,none,model_biased_exponential,134217760,1,20000000,7716266381,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,none,model_biased_exponential,134217760,2,20000000,7726940918,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gabs,binary,134217768,0,20000000,9310282556,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gabs,binary,134217768,1,20000000,9298224019,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gabs,binary,134217768,2,20000000,9312378923,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gind,model_biased_binary,134217776,0,20000000,8534171421,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gind,model_biased_binary,134217776,1,20000000,8533973856,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gind,model_biased_binary,134217776,2,20000000,8545261927,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gind,binary,134217776,0,20000000,8812612707,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gind,binary,134217776,1,20000000,8813737086,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,gind,binary,134217776,2,20000000,8802475754,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,labs,binary,201326624,0,20000000,6766001782,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,labs,binary,201326624,1,20000000,6764381940,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,labs,binary,201326624,2,20000000,6753167657,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,lind,model_biased_binary,268435488,0,20000000,6716088466,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,lind,model_biased_binary,268435488,1,20000000,6716615403,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,lind,model_biased_binary,268435488,2,20000000,6704913502,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,lind,binary,268435488,0,20000000,6947721243,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,lind,binary,268435488,1,20000000,6948163508,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,8388608,lind,binary,268435488,2,20000000,6960224874,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,none,model_biased_linear,268435488,0,20000000,10257661738,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,none,model_biased_linear,268435488,1,20000000,10257902120,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,none,model_biased_linear,268435488,2,20000000,10257171078,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,none,model_biased_exponential,268435488,0,20000000,7059961502,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,none,model_biased_exponential,268435488,1,20000000,7058200292,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,none,model_biased_exponential,268435488,2,20000000,7070987777,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gabs,binary,268435496,0,20000000,8681128824,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gabs,binary,268435496,1,20000000,8692546326,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gabs,binary,268435496,2,20000000,8690188915,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gind,model_biased_binary,268435504,0,20000000,8097553976,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gind,model_biased_binary,268435504,1,20000000,8096548273,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gind,model_biased_binary,268435504,2,20000000,8107662843,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gind,binary,268435504,0,20000000,8227747878,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gind,binary,268435504,1,20000000,8228257911,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,gind,binary,268435504,2,20000000,8228670478,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,labs,binary,402653216,0,20000000,6259240879,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,labs,binary,402653216,1,20000000,6258167042,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,labs,binary,402653216,2,20000000,6270407425,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,lind,model_biased_binary,536870944,0,20000000,6197685293,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,lind,model_biased_binary,536870944,1,20000000,6208080758,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,lind,model_biased_binary,536870944,2,20000000,6195803005,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,lind,binary,536870944,0,20000000,6433590152,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,lind,binary,536870944,1,20000000,6433522595,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,16777216,lind,binary,536870944,2,20000000,6421706337,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,none,model_biased_linear,536870944,0,20000000,8668069438,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,none,model_biased_linear,536870944,1,20000000,8667586041,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,none,model_biased_linear,536870944,2,20000000,8667122148,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,none,model_biased_exponential,536870944,0,20000000,6394961678,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,none,model_biased_exponential,536870944,1,20000000,6383148367,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,none,model_biased_exponential,536870944,2,20000000,6395047172,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gabs,binary,536870952,0,20000000,8305905835,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gabs,binary,536870952,1,20000000,8320017830,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gabs,binary,536870952,2,20000000,8307803462,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gind,model_biased_binary,536870960,0,20000000,7747118414,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gind,model_biased_binary,536870960,1,20000000,7747935582,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gind,model_biased_binary,536870960,2,20000000,7735218528,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gind,binary,536870960,0,20000000,7442210397,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gind,binary,536870960,1,20000000,7453446113,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,gind,binary,536870960,2,20000000,7442241452,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,labs,binary,805306400,0,20000000,5871923477,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,labs,binary,805306400,1,20000000,5871949274,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,labs,binary,805306400,2,20000000,5871075333,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,lind,model_biased_binary,1073741856,0,20000000,5844557167,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,lind,model_biased_binary,1073741856,1,20000000,5833431739,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,lind,model_biased_binary,1073741856,2,20000000,5844490032,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,lind,binary,1073741856,0,20000000,6050577771,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,lind,binary,1073741856,1,20000000,6050468040,2000207222435828
osm_cellids_200M_uint64,200000000,linear_spline,linear_regression,33554432,lind,binary,1073741856,2,20000000,6052667335,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,none,model_biased_exponential,1056,0,20000000,29428128144,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,none,model_biased_exponential,1056,1,20000000,29438369606,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gabs,binary,1064,0,20000000,26705257072,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gabs,binary,1064,1,20000000,26699938068,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gabs,binary,1064,2,20000000,26706323560,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gind,model_biased_binary,1072,0,20000000,25552508201,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gind,model_biased_binary,1072,1,20000000,25553309131,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gind,model_biased_binary,1072,2,20000000,25554528032,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gind,binary,1072,0,20000000,25898852279,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gind,binary,1072,1,20000000,25888867121,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,gind,binary,1072,2,20000000,25900722673,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,labs,binary,1568,0,20000000,24576265912,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,labs,binary,1568,1,20000000,24578707702,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,labs,binary,1568,2,20000000,24567039643,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,lind,model_biased_binary,2080,0,20000000,24126031980,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,lind,model_biased_binary,2080,1,20000000,24124996414,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,lind,model_biased_binary,2080,2,20000000,24125383771,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,lind,binary,2080,0,20000000,23802177609,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,lind,binary,2080,1,20000000,23800456178,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,64,lind,binary,2080,2,20000000,23815349279,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,none,model_biased_exponential,2080,0,20000000,28204556396,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,none,model_biased_exponential,2080,1,20000000,28204793793,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gabs,binary,2088,0,20000000,25298785108,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gabs,binary,2088,1,20000000,25288776472,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gabs,binary,2088,2,20000000,25290896453,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gind,model_biased_binary,2096,0,20000000,24316457907,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gind,model_biased_binary,2096,1,20000000,24319042834,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gind,model_biased_binary,2096,2,20000000,24329513464,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gind,binary,2096,0,20000000,25016657097,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gind,binary,2096,1,20000000,25016086177,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,gind,binary,2096,2,20000000,25007490817,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,labs,binary,3104,0,20000000,23376744562,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,labs,binary,3104,1,20000000,23373972920,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,labs,binary,3104,2,20000000,23381727310,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,lind,model_biased_binary,4128,0,20000000,22910394472,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,lind,model_biased_binary,4128,1,20000000,22919101859,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,lind,model_biased_binary,4128,2,20000000,22909376239,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,lind,binary,4128,0,20000000,22610699814,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,lind,binary,4128,1,20000000,22612047984,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,128,lind,binary,4128,2,20000000,22601704846,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,none,model_biased_exponential,4128,0,20000000,26999868658,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,none,model_biased_exponential,4128,1,20000000,26985407987,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,none,model_biased_exponential,4128,2,20000000,26998037459,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gabs,binary,4136,0,20000000,24256055109,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gabs,binary,4136,1,20000000,24256938709,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gabs,binary,4136,2,20000000,24249889994,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gind,model_biased_binary,4144,0,20000000,23697944611,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gind,model_biased_binary,4144,1,20000000,23698796634,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gind,model_biased_binary,4144,2,20000000,23705635374,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gind,binary,4144,0,20000000,24391658215,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gind,binary,4144,1,20000000,24379629729,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,gind,binary,4144,2,20000000,24392177810,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,labs,binary,6176,0,20000000,22489668048,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,labs,binary,6176,1,20000000,22501111199,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,labs,binary,6176,2,20000000,22495565429,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,lind,model_biased_binary,8224,0,20000000,22066906575,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,lind,model_biased_binary,8224,1,20000000,22055269695,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,lind,model_biased_binary,8224,2,20000000,22066713448,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,lind,binary,8224,0,20000000,21408383400,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,lind,binary,8224,1,20000000,21399072773,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,256,lind,binary,8224,2,20000000,21408316970,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,none,model_biased_exponential,8224,0,20000000,25017794212,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,none,model_biased_exponential,8224,1,20000000,25018351206,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,none,model_biased_exponential,8224,2,20000000,25009111278,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gabs,binary,8232,0,20000000,22938944460,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gabs,binary,8232,1,20000000,22949341900,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gabs,binary,8232,2,20000000,22940775326,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gind,model_biased_binary,8240,0,20000000,22280791658,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gind,model_biased_binary,8240,1,20000000,22293499915,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gind,model_biased_binary,8240,2,20000000,22281878204,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gind,binary,8240,0,20000000,22657059521,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gind,binary,8240,1,20000000,22658292141,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,gind,binary,8240,2,20000000,22657918719,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,labs,binary,12320,0,20000000,21004936487,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,labs,binary,12320,1,20000000,21014583971,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,labs,binary,12320,2,20000000,21016437919,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,lind,model_biased_binary,16416,0,20000000,20550076956,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,lind,model_biased_binary,16416,1,20000000,20538410994,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,lind,model_biased_binary,16416,2,20000000,20548120536,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,lind,binary,16416,0,20000000,20116608573,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,lind,binary,16416,1,20000000,20102436443,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,512,lind,binary,16416,2,20000000,20115636038,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,none,model_biased_exponential,16416,0,20000000,23623416977,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,none,model_biased_exponential,16416,1,20000000,23621772497,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,none,model_biased_exponential,16416,2,20000000,23611732195,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gabs,binary,16424,0,20000000,22148356951,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gabs,binary,16424,1,20000000,22156912735,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gabs,binary,16424,2,20000000,22157773107,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gind,model_biased_binary,16432,0,20000000,21438152638,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gind,model_biased_binary,16432,1,20000000,21428269087,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gind,model_biased_binary,16432,2,20000000,21438585291,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gind,binary,16432,0,20000000,21887426154,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gind,binary,16432,1,20000000,21884870627,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,gind,binary,16432,2,20000000,21893879182,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,labs,binary,24608,0,20000000,19897186529,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,labs,binary,24608,1,20000000,19893624098,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,labs,binary,24608,2,20000000,19904531032,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,lind,model_biased_binary,32800,0,20000000,19435402536,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,lind,model_biased_binary,32800,1,20000000,19448264074,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,lind,model_biased_binary,32800,2,20000000,19438581490,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,lind,binary,32800,0,20000000,18973719664,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,lind,binary,32800,1,20000000,18969483085,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,1024,lind,binary,32800,2,20000000,18975411687,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,2048,none,model_biased_exponential,32800,0,20000000,22153548408,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,2048,none,model_biased_exponential,32800,1,20000000,22153502641,2000207222435828
osm_cellids_200M_uint64,200000000,linear_regression,linear_spline,2048,none,model_biased_exponential,32800,2,20000000,22152907686,2000207222435828
