dataset,n_keys,rmi,layer1,layer2,n_models,bounds,size_in_bytes,rep,build_time,checksum
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,gabs,33554472,0,4401609024,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,gabs,33554472,1,4414639433,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,gabs,33554472,2,4414553410,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,gind,33554480,0,4954267299,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,gind,33554480,1,4954828150,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,gind,33554480,2,4954367544,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,labs,50331680,0,5126001040,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,labs,50331680,1,5125943553,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,labs,50331680,2,5117576298,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,lind,67108896,0,5520260339,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,lind,67108896,1,5550758035,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,2097152,lind,67108896,2,5536381504,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,none,33554464,0,3657066780,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,none,33554464,1,3656803306,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,none,33554464,2,3669812251,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,gabs,33554472,0,6428327255,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,gabs,33554472,1,6441912832,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,gabs,33554472,2,6442072875,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,gind,33554480,0,6740412876,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,gind,33554480,1,6753138345,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,gind,33554480,2,6740159177,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,labs,50331680,0,7059781887,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,labs,50331680,1,7085421293,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,labs,50331680,2,7064788551,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,lind,67108896,0,7523540606,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,lind,67108896,1,7525283431,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,2097152,lind,67108896,2,7539887262,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,none,33554464,0,3652804725,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,none,33554464,1,3652660896,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,none,33554464,2,3652395939,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,gabs,33554472,0,6447891778,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,gabs,33554472,1,6460586083,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,gabs,33554472,2,6460403633,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,gind,33554480,0,6973670386,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,gind,33554480,1,6986754640,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,gind,33554480,2,6999713669,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,labs,50331680,0,7246715445,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,labs,50331680,1,7248699891,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,labs,50331680,2,7227732920,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,lind,67108896,0,7650123767,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,lind,67108896,1,7648894871,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,2097152,lind,67108896,2,7662286965,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,none,33554464,0,5746746658,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,none,33554464,1,5746273897,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,none,33554464,2,5759657213,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,gabs,33554472,0,8562194931,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,gabs,33554472,1,8559924305,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,gabs,33554472,2,8572953136,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,gind,33554480,0,9137403860,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,gind,33554480,1,9137733376,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,gind,33554480,2,9149601057,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,labs,50331680,0,9172324000,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,labs,50331680,1,9163344216,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,labs,50331680,2,9169488051,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,lind,67108896,0,9645554899,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,lind,67108896,1,9670958070,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,2097152,lind,67108896,2,9658804175,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,none,33554456,0,1086677613,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,none,33554456,1,1112340702,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,none,33554456,2,1099495069,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,gabs,33554464,0,3657159444,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,gabs,33554464,1,3657034865,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,gabs,33554464,2,3657044283,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,gind,33554472,0,3962558378,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,gind,33554472,1,3975261806,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,gind,33554472,2,3975257235,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,labs,50331672,0,4328439206,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,labs,50331672,1,4342220427,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,labs,50331672,2,4334455121,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,lind,67108888,0,4598056785,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,lind,67108888,1,4627722392,0
books_200M_uint64,200000000,ours,radix,linear_spline,2097152,lind,67108888,2,4622321804,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,none,33554456,0,3185010216,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,none,33554456,1,3184992806,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,none,33554456,2,3198088458,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,gabs,33554464,0,5793937200,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,gabs,33554464,1,5807099683,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,gabs,33554464,2,5794122923,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,gind,33554472,0,5984954124,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,gind,33554472,1,5997500964,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,gind,33554472,2,6010854346,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,labs,50331672,0,6331176866,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,labs,50331672,1,6344233847,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,labs,50331672,2,6326145869,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,lind,67108888,0,6623448645,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,lind,67108888,1,6657568994,0
books_200M_uint64,200000000,ours,radix,linear_regression,2097152,lind,67108888,2,6636955159,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,none,67108912,0,1942410680,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,none,67108912,1,1955077909,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,none,67108912,2,1955203148,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,gabs,67108920,0,5348970058,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,gabs,67108920,1,5348624865,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,gabs,67108920,2,5361786702,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,gind,67108928,0,5846024081,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,gind,67108928,1,5859017124,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,gind,67108928,2,5858935630,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,labs,100663344,0,6472850061,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,labs,100663344,1,6472941383,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,labs,100663344,2,6485736982,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,lind,134217776,0,7167399761,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,lind,134217776,1,7181518700,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,4194304,lind,134217776,2,7180454872,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,none,67108912,0,4028225653,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,none,67108912,1,4054365102,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,none,67108912,2,4041285250,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,gabs,67108920,0,7446047096,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,gabs,67108920,1,7446006926,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,gabs,67108920,2,7445811720,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,gind,67108928,0,8146343298,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,gind,67108928,1,8159737209,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,gind,67108928,2,8159793420,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,labs,100663344,0,8346070071,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,labs,100663344,1,8346311546,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,labs,100663344,2,8346152365,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,lind,134217776,0,9148461570,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,lind,134217776,1,9162208823,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,4194304,lind,134217776,2,9148370480,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,none,67108896,0,1624694172,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,none,67108896,1,1650405804,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,none,67108896,2,1637496688,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,gabs,67108904,0,4469566717,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,gabs,67108904,1,4469215318,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,gabs,67108904,2,4482437772,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,gind,67108912,0,5151375913,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,gind,67108912,1,5150374136,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,gind,67108912,2,5164251231,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,labs,100663328,0,5432431734,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,labs,100663328,1,5431912927,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,labs,100663328,2,5444957357,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,lind,134217760,0,5886529211,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,lind,134217760,1,5889097683,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,4194304,lind,134217760,2,5890749607,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,none,67108896,0,3711432065,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,none,67108896,1,3711102832,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,none,67108896,2,3724144558,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,gabs,67108904,0,6485770508,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,gabs,67108904,1,6498466561,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,gabs,67108904,2,6486025426,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,gind,67108912,0,6879562425,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,gind,67108912,1,6904988993,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,gind,67108912,2,6905997143,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,labs,100663328,0,7330905603,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,labs,100663328,1,7330410668,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,labs,100663328,2,7343300596,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,lind,134217760,0,7861534440,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,lind,134217760,1,7863969958,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,4194304,lind,134217760,2,7878554641,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,none,67108896,0,3713597763,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,none,67108896,1,3726718237,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,none,67108896,2,3713154990,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,gabs,67108904,0,6497367476,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,gabs,67108904,1,6509864074,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,gabs,67108904,2,6523345132,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,gind,67108912,0,7169967266,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,gind,67108912,1,7170671903,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,gind,67108912,2,7183118719,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,labs,100663328,0,7564919061,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,labs,100663328,1,7577628558,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,labs,100663328,2,7577297448,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,lind,134217760,0,8018595570,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,lind,134217760,1,8031110241,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,4194304,lind,134217760,2,8031040897,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,none,67108896,0,5798285556,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,none,67108896,1,5797832501,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,none,67108896,2,5810690592,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,gabs,67108904,0,8617272715,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,gabs,67108904,1,8614967771,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,gabs,67108904,2,8627063153,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,gind,67108912,0,9258336402,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,gind,67108912,1,9271068052,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,gind,67108912,2,9257111221,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,labs,100663328,0,9447788822,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,labs,100663328,1,9461233184,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,labs,100663328,2,9460814358,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,lind,134217760,0,9994159181,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,lind,134217760,1,9993608894,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,4194304,lind,134217760,2,10006507540,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,none,67108888,0,1132084814,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,none,67108888,1,1157850007,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,none,67108888,2,1145044404,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,gabs,67108896,0,3690709451,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,gabs,67108896,1,3716486067,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,gabs,67108896,2,3703487731,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,gind,67108904,0,4127446083,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,gind,67108904,1,4153736086,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,gind,67108904,2,4140741671,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,labs,100663320,0,4590526041,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,labs,100663320,1,4603319530,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,labs,100663320,2,4602942114,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,lind,134217752,0,4877733062,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,lind,134217752,1,4886482426,0
books_200M_uint64,200000000,ours,radix,linear_spline,4194304,lind,134217752,2,4898080931,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,none,67108888,0,3221978398,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,none,67108888,1,3221987239,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,none,67108888,2,3234891350,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,gabs,67108896,0,5831678715,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,gabs,67108896,1,5845010269,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,gabs,67108896,2,5844946199,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,gind,67108904,0,6143931379,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,gind,67108904,1,6130170408,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,gind,67108904,2,6143427768,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,labs,100663320,0,6555851708,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,labs,100663320,1,6558851634,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,labs,100663320,2,6556801538,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,lind,134217752,0,6874849610,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,lind,134217752,1,6891300321,0
books_200M_uint64,200000000,ours,radix,linear_regression,4194304,lind,134217752,2,6874997790,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,none,134217776,0,2093769617,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,none,134217776,1,2106478930,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,none,134217776,2,2106262936,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,gabs,134217784,0,5491099892,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,gabs,134217784,1,5490701528,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,gabs,134217784,2,5503786981,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,gind,134217792,0,6180115152,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,gind,134217792,1,6193616314,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,gind,134217792,2,6192554020,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,labs,201326640,0,7081123256,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,labs,201326640,1,7107852452,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,labs,201326640,2,7094443258,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,lind,268435504,0,7806582371,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,lind,268435504,1,7809174115,0
books_200M_uint64,200000000,ours,cubic_spline,linear_spline,8388608,lind,268435504,2,7822131656,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,none,134217776,0,4126303397,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,none,134217776,1,4139039301,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,none,134217776,2,4125943758,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,gabs,134217784,0,7509490210,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,gabs,134217784,1,7535643443,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,gabs,134217784,2,7522246721,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,gind,134217792,0,8337502395,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,gind,134217792,1,8350940880,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,gind,134217792,2,8351720331,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,labs,201326640,0,8807581625,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,labs,201326640,1,8820778291,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,labs,201326640,2,8807639643,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,lind,268435504,0,9680627563,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,lind,268435504,1,9666635752,0
books_200M_uint64,200000000,ours,cubic_spline,linear_regression,8388608,lind,268435504,2,9679455590,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,none,134217760,0,1771588793,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,none,134217760,1,1771107240,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,none,134217760,2,1784141028,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,gabs,134217768,0,4592280363,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,gabs,134217768,1,4618737566,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,gabs,134217768,2,4605494911,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,gind,134217776,0,5427839619,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,gind,134217776,1,5427893456,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,gind,134217776,2,5441147987,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,labs,201326624,0,5926416123,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,labs,201326624,1,5926372567,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,labs,201326624,2,5926167331,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,lind,268435488,0,6448078472,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,lind,268435488,1,6474632330,0
books_200M_uint64,200000000,ours,linear_spline,linear_spline,8388608,lind,268435488,2,6461195377,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,none,134217760,0,3817501758,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,none,134217760,1,3817292345,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,none,134217760,2,3830322066,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,gabs,134217768,0,6582459004,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,gabs,134217768,1,6608988246,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,gabs,134217768,2,6595594714,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,gind,134217776,0,7086708227,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,gind,134217776,1,7097901167,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,gind,134217776,2,7099643099,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,labs,201326624,0,7722969670,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,labs,201326624,1,7749366987,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,labs,201326624,2,7736896891,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,lind,268435488,0,8335928700,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,lind,268435488,1,8348692061,0
books_200M_uint64,200000000,ours,linear_spline,linear_regression,8388608,lind,268435488,2,8347344471,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,none,134217760,0,3848945449,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,none,134217760,1,3848624740,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,none,134217760,2,3861887311,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,gabs,134217768,0,6634642156,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,gabs,134217768,1,6661932973,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,gabs,134217768,2,6649033945,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,gind,134217776,0,7433155066,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,gind,134217776,1,7433380073,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,gind,134217776,2,7445658313,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,labs,201326624,0,8072576998,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,labs,201326624,1,8071972859,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,labs,201326624,2,8084752399,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,lind,268435488,0,8579888305,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,lind,268435488,1,8579818702,0
books_200M_uint64,200000000,ours,linear_regression,linear_spline,8388608,lind,268435488,2,8592615889,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,none,134217760,0,5887948244,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,none,134217760,1,5917279537,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,none,134217760,2,5901204978,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,gabs,134217768,0,8704099716,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,gabs,134217768,1,8705308998,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,gabs,134217768,2,8691116224,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,gind,134217776,0,9395246094,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,gind,134217776,1,9422062024,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,gind,134217776,2,9406845504,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,labs,201326624,0,9890624020,0
books_200M_uint64,200000000,ours,linear_regression,linear_regression,8388608,labs,201326624,1,9890769293,0
